CATALOG_NAME,SCHEMA_NAME,CUBE_NAME,MEASURE_NAME,MEASURE_UNIQUE_NAME,MEASURE_CAPTION,MEASURE_GUID,MEASURE_AGGREGATOR,DATA_TYPE,NUMERIC_PRECISION,NUMERIC_SCALE,MEASURE_UNITS,DESCRIPTION,EXPRESSION,MEASURE_IS_VISIBLE,LEVELS_LIST,MEASURE_NAME_SQL_COLUMN_NAME,MEASURE_UNQUALIFIED_CAPTION,MEASUREGROUP_NAME,MEASURE_DISPLAY_FOLDER,DEFAULT_FORMAT_STRING
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQ __gross_sales,[Measures].[PQ __gross_sales],PQ __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__gross_sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQ __gross_sales,PQ __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ __gross_sales,[Measures].[QOQ __gross_sales],QOQ __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__gross_sales]
VAR __ValuePreviousPeriod = [PQ __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQ __gross_sales,QOQ __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ % __gross_sales,[Measures].[QOQ % __gross_sales],QOQ % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [QOQ __gross_sales], [PQ __gross_sales] )",True,,QOQ % __gross_sales,QOQ % __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PM __gross_sales,[Measures].[PM __gross_sales],PM __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__gross_sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PM __gross_sales,PM __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM __gross_sales,[Measures].[MOM __gross_sales],MOM __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__gross_sales]
VAR __ValuePreviousPeriod = [PM __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MOM __gross_sales,MOM __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM % __gross_sales,[Measures].[MOM % __gross_sales],MOM % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [MOM __gross_sales], [PM __gross_sales] )",True,,MOM % __gross_sales,MOM % __gross_sales,Model_Measures,Time intelligence\Growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYTD __gross_sales,[Measures].[PYTD __gross_sales],PYTD __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [YTD __gross_sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, YEAR ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PYTD __gross_sales,PYTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD __gross_sales,[Measures].[YOYTD __gross_sales],YOYTD __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [YTD __gross_sales]
VAR __ValuePreviousPeriod = [PYTD __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YOYTD __gross_sales,YOYTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD % __gross_sales,[Measures].[YOYTD % __gross_sales],YOYTD % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [YOYTD __gross_sales], [PYTD __gross_sales] )",True,,YOYTD % __gross_sales,YOYTD % __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQTD __gross_sales,[Measures].[PQTD __gross_sales],PQTD __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [QTD __gross_sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQTD __gross_sales,PQTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD __gross_sales,[Measures].[QOQTD __gross_sales],QOQTD __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [QTD __gross_sales]
VAR __ValuePreviousPeriod = [PQTD __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQTD __gross_sales,QOQTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD % __gross_sales,[Measures].[QOQTD % __gross_sales],QOQTD % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [QOQTD __gross_sales], [PQTD __gross_sales] )",True,,QOQTD % __gross_sales,QOQTD % __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PMTD __gross_sales,[Measures].[PMTD __gross_sales],PMTD __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [MTD __gross_sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PMTD __gross_sales,PMTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOMTD __gross_sales,[Measures].[MOMTD __gross_sales],MOMTD __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MTD __gross_sales]
VAR __ValuePreviousPeriod = [PMTD __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MOMTD __gross_sales,MOMTD __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOMTD % __gross_sales,[Measures].[MOMTD % __gross_sales],MOMTD % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [MOMTD __gross_sales], [PMTD __gross_sales] )",True,,MOMTD % __gross_sales,MOMTD % __gross_sales,Model_Measures,Time intelligence\To-date growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYC __gross_sales,[Measures].[PYC __gross_sales],PYC __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__gross_sales], PARALLELPERIOD ( 'Date'[Date], -1, YEAR ) )
)",True,,PYC __gross_sales,PYC __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
