Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Canada,VTT,"Government,Canada,VTT",Low,890,11,33,29370,1468.5,27901.5,9790,18111.5,45128,7,Jul,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,520,18,35,18200,910,17290,9360,7930,45682,1,Jan,2025
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,365,12,26,9490,474.5,9015.5,4380,4635.5,45489,7,Jul,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,568,10,16,9088,454.4,8633.6,5680,2953.6,45241,11,Nov,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,941,18,33,31053,1552.65,29500.35,16938,12562.35,45745,3,Mar,2025
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,581,10,19,11039,551.95,10487.05,5810,4677.05,45624,11,Nov,2024
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,841,13,37,31117,1555.85,29561.15,10933,18628.15,45656,12,Dec,2024
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,179,11,35,6265,313.25,5951.75,1969,3982.75,45691,2,Feb,2025
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,770,14,18,13860,693,13167,10780,2387,45081,6,Jun,2023
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,989,12,26,25714,1285.7,24428.3,11868,12560.3,45195,9,Sep,2023
Government,France,Carretera,"Government,France,Carretera",Low,739,13,23,16997,849.85,16147.15,9607,6540.15,45510,8,Aug,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,295,12,37,10915,545.75,10369.25,3540,6829.25,45188,9,Sep,2023
Small Business,USA,Montana,"Small Business,USA,Montana",Low,342,20,33,11286,564.3,10721.7,6840,3881.7,45433,5,May,2024
Government,France,Montana,"Government,France,Montana",Low,475,13,27,12825,641.25,12183.75,6175,6008.75,45628,12,Dec,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,179,16,26,4654,232.7,4421.3,2864,1557.3,45464,6,Jun,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,680,20,33,22440,1122,21318,13600,7718,45581,10,Oct,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,939,20,16,15024,751.2,14272.8,18780,-4507.2,45544,9,Sep,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,491,13,34,16694,834.7,15859.3,6383,9476.3,45132,7,Jul,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,921,17,18,16578,828.9,15749.1,15657,92.1,45550,9,Sep,2024
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,25,12,35,875,8.75,866.25,300,566.25,45196,9,Sep,2023
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,876,11,27,23652,1182.6,22469.4,9636,12833.4,45429,5,May,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,553,17,28,15484,774.2,14709.8,9401,5308.8,45386,4,Apr,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,82,13,22,1804,90.2,1713.8,1066,647.8,45158,8,Aug,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,993,14,17,16881,844.05,16036.95,13902,2134.95,45535,8,Aug,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,978,14,20,19560,978,18582,13692,4890,45223,10,Oct,2023
Government,France,Paseo,"Government,France,Paseo",Low,958,19,23,22034,1101.7,20932.3,18202,2730.3,45666,1,Jan,2025
Government,France,Velo,"Government,France,Velo",Low,467,16,25,11675,583.75,11091.25,7472,3619.25,45099,6,Jun,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,776,18,30,23280,1164,22116,13968,8148,45573,10,Oct,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,925,18,23,21275,1063.75,20211.25,16650,3561.25,45083,6,Jun,2023
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,109,18,23,2507,125.35,2381.65,1962,419.65,45531,8,Aug,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,793,19,31,24583,1229.15,23353.85,15067,8286.85,45065,5,May,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,482,11,27,13014,650.7,12363.3,5302,7061.3,45101,6,Jun,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,762,11,33,25146,1257.3,23888.7,8382,15506.7,45701,2,Feb,2025
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,250,16,20,5000,250,4750,4000,750,45113,7,Jul,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,665,13,35,23275,1163.75,22111.25,8645,13466.25,45189,9,Sep,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,747,20,21,15687,784.35,14902.65,14940,-37.35,45233,11,Nov,2023
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,345,10,25,8625,431.25,8193.75,3450,4743.75,45440,5,May,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,145,12,21,3045,152.25,2892.75,1740,1152.75,45089,6,Jun,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,422,13,35,14770,738.5,14031.5,5486,8545.5,45654,12,Dec,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,585,12,23,13455,672.75,12782.25,7020,5762.25,45333,2,Feb,2024
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,707,16,25,17675,883.75,16791.25,11312,5479.25,45419,5,May,2024
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,642,14,20,12840,642,12198,8988,3210,45164,8,Aug,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,504,18,33,16632,831.6,15800.4,9072,6728.4,45495,7,Jul,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,109,18,34,3706,185.3,3520.7,1962,1558.7,45390,4,Apr,2024
Government,France,Carretera,"Government,France,Carretera",Low,726,13,23,16698,834.9,15863.1,9438,6425.1,45327,2,Feb,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,647,15,25,16175,808.75,15366.25,9705,5661.25,45097,6,Jun,2023
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,219,17,29,6351,317.55,6033.45,3723,2310.45,45416,5,May,2024
Government,USA,Montana,"Government,USA,Montana",Low,396,15,36,14256,712.8,13543.2,5940,7603.2,45437,5,May,2024
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,121,17,19,2299,114.95,2184.05,2057,127.05,45698,2,Feb,2025
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,322,10,33,10626,531.3,10094.7,3220,6874.7,45266,12,Dec,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,556,12,31,17236,861.8,16374.2,6672,9702.2,45152,8,Aug,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,227,15,16,3632,181.6,3450.4,3405,45.4,45636,12,Dec,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,404,19,16,6464,323.2,6140.8,7676,-1535.2,45445,6,Jun,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,642,12,30,19260,963,18297,7704,10593,45338,2,Feb,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,123,17,28,3444,172.2,3271.8,2091,1180.8,45084,6,Jun,2023
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,837,17,22,18414,920.7,17493.3,14229,3264.3,45751,4,Apr,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,810,15,31,25110,1255.5,23854.5,12150,11704.5,45687,1,Jan,2025
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,900,17,28,25200,1260,23940,15300,8640,45582,10,Oct,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,182,16,29,5278,263.9,5014.1,2912,2102.1,45596,10,Oct,2024
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,932,17,20,18640,932,17708,15844,1864,45298,1,Jan,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,881,10,36,31716,1585.8,30130.2,8810,21320.2,45368,3,Mar,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,876,16,21,18396,919.8,17476.2,14016,3460.2,45641,12,Dec,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,10,13,34,340,3.4,336.6,130,206.6,45152,8,Aug,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,194,17,18,3492,174.6,3317.4,3298,19.4,45418,5,May,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,296,16,29,8584,429.2,8154.8,4736,3418.8,45178,9,Sep,2023
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,90,13,30,2700,135,2565,1170,1395,45212,10,Oct,2023
Government,USA,Velo,"Government,USA,Velo",Low,714,17,37,26418,1320.9,25097.1,12138,12959.1,45411,4,Apr,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,27,16,37,999,9.99,989.01,432,557.01,45552,9,Sep,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,810,16,37,29970,1498.5,28471.5,12960,15511.5,45619,11,Nov,2024
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,132,11,29,3828,191.4,3636.6,1452,2184.6,45143,8,Aug,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,891,15,27,24057,1202.85,22854.15,13365,9489.15,45630,12,Dec,2024
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,569,15,33,18777,938.85,17838.15,8535,9303.15,45401,4,Apr,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,805,18,30,24150,1207.5,22942.5,14490,8452.5,45438,5,May,2024
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,561,10,32,17952,897.6,17054.4,5610,11444.4,45748,4,Apr,2025
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,933,14,36,33588,1679.4,31908.6,13062,18846.6,45319,1,Jan,2024
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,271,20,21,5691,284.55,5406.45,5420,-13.55,45534,8,Aug,2024
Government,Germany,VTT,"Government,Germany,VTT",Low,309,11,27,8343,417.15,7925.85,3399,4526.85,45193,9,Sep,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,993,19,32,31776,1588.8,30187.2,18867,11320.2,45701,2,Feb,2025
Government,USA,VTT,"Government,USA,VTT",Low,184,11,17,3128,156.4,2971.6,2024,947.6,45487,7,Jul,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,255,12,21,5355,267.75,5087.25,3060,2027.25,45232,11,Nov,2023
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,244,20,26,6344,317.2,6026.8,4880,1146.8,45546,9,Sep,2024
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,551,12,24,13224,661.2,12562.8,6612,5950.8,45403,4,Apr,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,26,18,20,520,5.2,514.8,468,46.8,45593,10,Oct,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,854,10,19,16226,811.3,15414.7,8540,6874.7,45647,12,Dec,2024
Government,USA,Amarilla,"Government,USA,Amarilla",Low,708,13,18,12744,637.2,12106.8,9204,2902.8,45737,3,Mar,2025
Government,France,Amarilla,"Government,France,Amarilla",Low,754,20,18,13572,678.6,12893.4,15080,-2186.6,45745,3,Mar,2025
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,591,16,26,15366,768.3,14597.7,9456,5141.7,45121,7,Jul,2023
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,503,15,18,9054,452.7,8601.3,7545,1056.3,45398,4,Apr,2024
Government,Germany,Carretera,"Government,Germany,Carretera",Low,211,10,23,4853,242.65,4610.35,2110,2500.35,45751,4,Apr,2025
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,994,18,34,33796,1689.8,32106.2,17892,14214.2,45242,11,Nov,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,533,18,35,18655,932.75,17722.25,9594,8128.25,45244,11,Nov,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,953,18,33,31449,1572.45,29876.55,17154,12722.55,45161,8,Aug,2023
Government,Germany,Montana,"Government,Germany,Montana",Low,424,16,34,14416,720.8,13695.2,6784,6911.2,45491,7,Jul,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,557,19,19,10583,529.15,10053.85,10583,-529.15,45650,12,Dec,2024
Government,France,Montana,"Government,France,Montana",Low,42,13,27,1134,56.7,1077.3,546,531.3,45498,7,Jul,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,858,16,34,29172,1458.6,27713.4,13728,13985.4,45176,9,Sep,2023
Enterprise,France,Montana,"Enterprise,France,Montana",Low,338,20,16,5408,270.4,5137.6,6760,-1622.4,45317,1,Jan,2024
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,524,18,38,19912,995.6,18916.4,9432,9484.4,45331,2,Feb,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,238,15,16,3808,190.4,3617.6,3570,47.6,45196,9,Sep,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,965,16,21,20265,1013.25,19251.75,15440,3811.75,45125,7,Jul,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,643,16,29,18647,932.35,17714.65,10288,7426.65,45558,9,Sep,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,849,19,16,13584,679.2,12904.8,16131,-3226.2,45580,10,Oct,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,960,15,31,29760,1488,28272,14400,13872,45620,11,Nov,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,380,12,30,11400,570,10830,4560,6270,45040,4,Apr,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,928,16,21,19488,974.4,18513.6,14848,3665.6,45298,1,Jan,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,786,13,22,17292,864.6,16427.4,10218,6209.4,45498,7,Jul,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,520,11,27,14040,702,13338,5720,7618,45693,2,Feb,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,659,15,31,20429,1021.45,19407.55,9885,9522.55,45486,7,Jul,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,854,18,23,19642,982.1,18659.9,15372,3287.9,45623,11,Nov,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,749,20,22,16478,823.9,15654.1,14980,674.1,45356,3,Mar,2024
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,20,13,31,620,6.2,613.8,260,353.8,45209,10,Oct,2023
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,488,11,27,13176,658.8,12517.2,5368,7149.2,45716,2,Feb,2025
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,76,10,23,1748,87.4,1660.6,760,900.6,45505,8,Aug,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,841,12,21,17661,883.05,16777.95,10092,6685.95,45107,6,Jun,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,216,12,37,7992,399.6,7592.4,2592,5000.4,45374,3,Mar,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,504,15,25,12600,630,11970,7560,4410,45683,1,Jan,2025
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,428,17,20,8560,428,8132,7276,856,45376,3,Mar,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,39,19,31,1209,60.45,1148.55,741,407.55,45240,11,Nov,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,979,14,35,34265,1713.25,32551.75,13706,18845.75,45481,7,Jul,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,816,12,37,30192,1509.6,28682.4,9792,18890.4,45244,11,Nov,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,400,11,38,15200,760,14440,4400,10040,45263,12,Dec,2023
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,477,14,31,14787,739.35,14047.65,6678,7369.65,45120,7,Jul,2023
Government,USA,Velo,"Government,USA,Velo",Low,615,17,37,22755,1137.75,21617.25,10455,11162.25,45563,9,Sep,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,830,15,25,20750,1037.5,19712.5,12450,7262.5,45605,11,Nov,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,125,18,34,4250,212.5,4037.5,2250,1787.5,45390,4,Apr,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,650,10,16,10400,520,9880,6500,3380,45048,5,May,2023
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,381,17,32,12192,609.6,11582.4,6477,5105.4,45636,12,Dec,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,499,15,31,15469,773.45,14695.55,7485,7210.55,45160,8,Aug,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,430,16,26,11180,559,10621,6880,3741,45411,4,Apr,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,579,15,31,17949,897.45,17051.55,8685,8366.55,45263,12,Dec,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,511,10,33,16863,843.15,16019.85,5110,10909.85,45322,1,Jan,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,555,10,36,19980,999,18981,5550,13431,45076,5,May,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,615,15,31,19065,953.25,18111.75,9225,8886.75,45191,9,Sep,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,157,19,16,2512,125.6,2386.4,2983,-596.6,45266,12,Dec,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,833,14,20,16660,833,15827,11662,4165,45433,5,May,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,66,17,18,1188,59.4,1128.6,1122,6.6,45579,10,Oct,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,184,11,27,4968,248.4,4719.6,2024,2695.6,45693,2,Feb,2025
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,852,12,31,26412,1320.6,25091.4,10224,14867.4,45542,9,Sep,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,313,10,36,11268,563.4,10704.6,3130,7574.6,45342,2,Feb,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,111,17,18,1998,99.9,1898.1,1887,11.1,45074,5,May,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,594,13,34,20196,1009.8,19186.2,7722,11464.2,45111,7,Jul,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,633,11,38,24054,1202.7,22851.3,6963,15888.3,45727,3,Mar,2025
Government,USA,Paseo,"Government,USA,Paseo",Low,673,17,18,12114,605.7,11508.3,11441,67.3,45148,8,Aug,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,567,17,28,15876,793.8,15082.2,9639,5443.2,45448,6,Jun,2024
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,75,18,19,1425,71.25,1353.75,1350,3.75,45747,3,Mar,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,631,19,31,19561,978.05,18582.95,11989,6593.95,45170,9,Sep,2023
Government,France,Velo,"Government,France,Velo",Low,658,16,25,16450,822.5,15627.5,10528,5099.5,45060,5,May,2023
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,819,15,35,28665,1433.25,27231.75,12285,14946.75,45427,5,May,2024
Government,USA,VTT,"Government,USA,VTT",Low,117,11,17,1989,99.45,1889.55,1287,602.55,45225,10,Oct,2023
