Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Enterprise,USA,Velo,"Enterprise,USA,Velo",None,432,16,32,13824,691.2,13132.8,6912,6220.8,45350,2,Feb,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",None,694,11,19,13186,659.3,12526.7,7634,4892.7,45037,4,Apr,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",None,22,14,31,682,6.82,675.18,308,367.18,45439,5,May,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",None,989,15,23,22747,1137.35,21609.65,14835,6774.65,45314,1,Jan,2024
Midmarket,France,VTT,"Midmarket,France,VTT",None,881,19,32,28192,1409.6,26782.4,16739,10043.4,45238,11,Nov,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",None,949,17,26,24674,1233.7,23440.3,16133,7307.3,45288,12,Dec,2023
Government,France,VTT,"Government,France,VTT",None,894,10,33,29502,1475.1,28026.9,8940,19086.9,45083,6,Jun,2023
Small Business,France,VTT,"Small Business,France,VTT",None,885,14,31,27435,1371.75,26063.25,12390,13673.25,45465,6,Jun,2024
Government,Canada,VTT,"Government,Canada,VTT",None,763,15,20,15260,763,14497,11445,3052,45705,2,Feb,2025
Government,France,Amarilla,"Government,France,Amarilla",None,378,12,21,7938,396.9,7541.1,4536,3005.1,45624,11,Nov,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,37,13,27,999,9.99,989.01,481,508.01,45717,3,Mar,2025
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",None,793,16,18,14274,713.7,13560.3,12688,872.3,45100,6,Jun,2023
Government,France,Amarilla,"Government,France,Amarilla",None,154,12,21,3234,161.7,3072.3,1848,1224.3,45730,3,Mar,2025
Government,Germany,Amarilla,"Government,Germany,Amarilla",None,368,19,35,12880,644,12236,6992,5244,45495,7,Jul,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,20,13,27,540,5.4,534.6,260,274.6,45485,7,Jul,2024
Government,USA,Amarilla,"Government,USA,Amarilla",None,264,20,33,8712,435.6,8276.4,5280,2996.4,45063,5,May,2023
Midmarket,USA,Amarilla,"Midmarket,USA,Amarilla",None,987,11,27,26649,1332.45,25316.55,10857,14459.55,45570,10,Oct,2024
Government,France,Paseo,"Government,France,Paseo",Low,328,15,26,8528,426.4,8101.6,4920,3181.6,45608,11,Nov,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,377,10,34,12818,640.9,12177.1,3770,8407.1,45356,3,Mar,2024
Government,France,Paseo,"Government,France,Paseo",Low,32,15,26,832,8.32,823.68,480,343.68,45125,7,Jul,2023
Government,France,Velo,"Government,France,Velo",Low,702,18,35,24570,1228.5,23341.5,12636,10705.5,45263,12,Dec,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,145,15,20,2900,145,2755,2175,580,45689,2,Feb,2025
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,395,18,37,14615,730.75,13884.25,7110,6774.25,45222,10,Oct,2023
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,51,13,20,1020,51,969,663,306,45629,12,Dec,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,300,17,21,6300,315,5985,5100,885,45730,3,Mar,2025
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,975,15,21,20475,1023.75,19451.25,14625,4826.25,45184,9,Sep,2023
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,362,14,16,5792,289.6,5502.4,5068,434.4,45331,2,Feb,2024
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,561,19,33,18513,925.65,17587.35,10659,6928.35,45140,8,Aug,2023
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,430,13,29,12470,623.5,11846.5,5590,6256.5,45321,1,Jan,2024
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,421,18,32,13472,673.6,12798.4,7578,5220.4,45130,7,Jul,2023
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,120,13,20,2400,120,2280,1560,720,45162,8,Aug,2023
Government,France,Carretera,"Government,France,Carretera",Low,698,19,24,16752,837.6,15914.4,13262,2652.4,45315,1,Jan,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,174,18,18,3132,156.6,2975.4,3132,-156.6,45351,2,Feb,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,870,18,33,28710,1435.5,27274.5,15660,11614.5,45179,9,Sep,2023
Government,France,Montana,"Government,France,Montana",Low,125,10,30,3750,187.5,3562.5,1250,2312.5,45162,8,Aug,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,504,18,22,11088,554.4,10533.6,9072,1461.6,45490,7,Jul,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,639,18,33,21087,1054.35,20032.65,11502,8530.65,45527,8,Aug,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,459,19,35,16065,803.25,15261.75,8721,6540.75,45144,8,Aug,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,508,20,35,17780,889,16891,10160,6731,45036,4,Apr,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,632,12,28,17696,884.8,16811.2,7584,9227.2,45381,3,Mar,2024
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,301,18,17,5117,255.85,4861.15,5418,-556.85,45593,10,Oct,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,617,17,20,12340,617,11723,10489,1234,45104,6,Jun,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,497,16,19,9443,472.15,8970.85,7952,1018.85,45576,10,Oct,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,36,19,24,864,8.64,855.36,684,171.36,45158,8,Aug,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,299,17,19,5681,284.05,5396.95,5083,313.95,45423,5,May,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,607,16,24,14568,728.4,13839.6,9712,4127.6,45046,4,Apr,2023
Government,France,Paseo,"Government,France,Paseo",Low,298,15,26,7748,387.4,7360.6,4470,2890.6,45040,4,Apr,2023
Government,France,Velo,"Government,France,Velo",Low,108,18,35,3780,189,3591,1944,1647,45062,5,May,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,845,15,30,25350,1267.5,24082.5,12675,11407.5,45667,1,Jan,2025
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,198,11,19,3762,188.1,3573.9,2178,1395.9,45712,2,Feb,2025
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,285,16,32,9120,456,8664,4560,4104,45598,11,Nov,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,452,14,35,15820,791,15029,6328,8701,45161,8,Aug,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,357,12,37,13209,660.45,12548.55,4284,8264.55,45190,9,Sep,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,545,15,20,10900,545,10355,8175,2180,45538,9,Sep,2024
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,280,17,17,4760,238,4522,4760,-238,45252,11,Nov,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,139,16,18,2502,125.1,2376.9,2224,152.9,45496,7,Jul,2024
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,745,13,30,22350,1117.5,21232.5,9685,11547.5,45425,5,May,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,945,10,16,15120,756,14364,9450,4914,45478,7,Jul,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,788,20,22,17336,866.8,16469.2,15760,709.2,45617,11,Nov,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,111,16,18,1998,99.9,1898.1,1776,122.1,45065,5,May,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,851,13,27,22977,1148.85,21828.15,11063,10765.15,45745,3,Mar,2025
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,623,13,18,11214,560.7,10653.3,8099,2554.3,45028,4,Apr,2023
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,501,13,28,14028,701.4,13326.6,6513,6813.6,45675,1,Jan,2025
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,846,15,21,17766,888.3,16877.7,12690,4187.7,45533,8,Aug,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,642,11,28,17976,898.8,17077.2,7062,10015.2,45312,1,Jan,2024
Government,France,Carretera,"Government,France,Carretera",Low,306,19,24,7344,367.2,6976.8,5814,1162.8,45289,12,Dec,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,237,19,33,7821,391.05,7429.95,4503,2926.95,45651,12,Dec,2024
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,249,17,29,7221,361.05,6859.95,4233,2626.95,45407,4,Apr,2024
Government,USA,Montana,"Government,USA,Montana",Low,531,11,27,14337,716.85,13620.15,5841,7779.15,45215,10,Oct,2023
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,106,14,26,2756,137.8,2618.2,1484,1134.2,45462,6,Jun,2024
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,718,10,17,12206,610.3,11595.7,7180,4415.7,45151,8,Aug,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,453,10,24,10872,543.6,10328.4,4530,5798.4,45592,10,Oct,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,181,13,16,2896,144.8,2751.2,2353,398.2,45650,12,Dec,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,452,11,36,16272,813.6,15458.4,4972,10486.4,45083,6,Jun,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,543,17,38,20634,1031.7,19602.3,9231,10371.3,45103,6,Jun,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,659,16,19,12521,626.05,11894.95,10544,1350.95,45223,10,Oct,2023
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,189,15,24,4536,226.8,4309.2,2835,1474.2,45525,8,Aug,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,783,17,17,13311,665.55,12645.45,13311,-665.55,45292,1,Jan,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,106,16,19,2014,100.7,1913.3,1696,217.3,45108,7,Jul,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,424,12,25,10600,530,10070,5088,4982,45626,11,Nov,2024
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,758,18,26,19708,985.4,18722.6,13644,5078.6,45632,12,Dec,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,699,10,33,23067,1153.35,21913.65,6990,14923.65,45273,12,Dec,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,302,12,23,6946,347.3,6598.7,3624,2974.7,45499,7,Jul,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,916,20,35,32060,1603,30457,18320,12137,45313,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,625,12,28,17500,875,16625,7500,9125,45231,11,Nov,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,528,12,25,13200,660,12540,6336,6204,45694,2,Feb,2025
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,837,15,22,18414,920.7,17493.3,12555,4938.3,45039,4,Apr,2023
Government,USA,Velo,"Government,USA,Velo",Low,978,10,24,23472,1173.6,22298.4,9780,12518.4,45140,8,Aug,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,637,18,29,18473,923.65,17549.35,11466,6083.35,45733,3,Mar,2025
Government,Germany,Velo,"Government,Germany,Velo",Low,139,18,29,4031,201.55,3829.45,2502,1327.45,45730,3,Mar,2025
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,800,12,33,26400,1320,25080,9600,15480,45090,6,Jun,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,179,15,16,2864,143.2,2720.8,2685,35.8,45743,3,Mar,2025
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,819,19,20,16380,819,15561,15561,0,45193,9,Sep,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,742,15,30,22260,1113,21147,11130,10017,45676,1,Jan,2025
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,434,11,33,14322,716.1,13605.9,4774,8831.9,45121,7,Jul,2023
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,246,15,33,8118,405.9,7712.1,3690,4022.1,45665,1,Jan,2025
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,800,13,30,24000,1200,22800,10400,12400,45717,3,Mar,2025
Government,Germany,VTT,"Government,Germany,VTT",Low,304,12,37,11248,562.4,10685.6,3648,7037.6,45139,8,Aug,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,980,19,30,29400,1470,27930,18620,9310,45578,10,Oct,2024
Government,USA,VTT,"Government,USA,VTT",Low,121,10,21,2541,127.05,2413.95,1210,1203.95,45734,3,Mar,2025
Government,Mexico,VTT,"Government,Mexico,VTT",Low,131,20,22,2882,144.1,2737.9,2620,117.9,45426,5,May,2024
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,996,20,25,24900,1245,23655,19920,3735,45716,2,Feb,2025
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,95,12,37,3515,175.75,3339.25,1140,2199.25,45094,6,Jun,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,900,16,18,16200,810,15390,14400,990,45472,6,Jun,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,468,19,35,16380,819,15561,8892,6669,45663,1,Jan,2025
Government,USA,Amarilla,"Government,USA,Amarilla",Low,702,20,33,23166,1158.3,22007.7,14040,7967.7,45727,3,Mar,2025
Government,France,Amarilla,"Government,France,Amarilla",Low,522,12,21,10962,548.1,10413.9,6264,4149.9,45567,10,Oct,2024
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,519,20,20,10380,519,9861,10380,-519,45266,12,Dec,2023
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,61,16,16,976,9.76,966.24,976,-9.76,45577,10,Oct,2024
Government,Germany,Carretera,"Government,Germany,Carretera",Low,497,12,22,10934,546.7,10387.3,5964,4423.3,45724,3,Mar,2025
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,880,11,28,24640,1232,23408,9680,13728,45031,4,Apr,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,589,18,37,21793,1089.65,20703.35,10602,10101.35,45226,10,Oct,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,898,15,21,18858,942.9,17915.1,13470,4445.1,45729,3,Mar,2025
Government,Germany,Montana,"Government,Germany,Montana",Low,207,19,25,5175,258.75,4916.25,3933,983.25,45104,6,Jun,2023
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,117,11,29,3393,169.65,3223.35,1287,1936.35,45730,3,Mar,2025
Government,France,Montana,"Government,France,Montana",Low,333,10,30,9990,499.5,9490.5,3330,6160.5,45416,5,May,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,602,19,25,15050,752.5,14297.5,11438,2859.5,45381,3,Mar,2024
Enterprise,France,Montana,"Enterprise,France,Montana",Low,857,15,29,24853,1242.65,23610.35,12855,10755.35,45701,2,Feb,2025
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,782,12,24,18768,938.4,17829.6,9384,8445.6,45099,6,Jun,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,242,13,16,3872,193.6,3678.4,3146,532.4,45585,10,Oct,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,762,12,23,17526,876.3,16649.7,9144,7505.7,45306,1,Jan,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,390,12,25,9750,487.5,9262.5,4680,4582.5,45426,5,May,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,245,11,36,8820,441,8379,2695,5684,45094,6,Jun,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,703,17,17,11951,597.55,11353.45,11951,-597.55,45235,11,Nov,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,135,17,38,5130,256.5,4873.5,2295,2578.5,45139,8,Aug,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,577,12,23,13271,663.55,12607.45,6924,5683.45,45108,7,Jul,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,964,19,24,23136,1156.8,21979.2,18316,3663.2,45633,12,Dec,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,656,17,20,13120,656,12464,11152,1312,45624,11,Nov,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,822,17,17,13974,698.7,13275.3,13974,-698.7,45726,3,Mar,2025
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,984,11,19,18696,934.8,17761.2,10824,6937.2,45612,11,Nov,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,962,14,33,31746,1587.3,30158.7,13468,16690.7,45268,12,Dec,2023
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,827,20,35,28945,1447.25,27497.75,16540,10957.75,45256,11,Nov,2023
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,979,19,24,23496,1174.8,22321.2,18601,3720.2,45705,2,Feb,2025
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,751,14,31,23281,1164.05,22116.95,10514,11602.95,45387,4,Apr,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,233,20,22,5126,256.3,4869.7,4660,209.7,45240,11,Nov,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,376,17,26,9776,488.8,9287.2,6392,2895.2,45343,2,Feb,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,382,19,33,12606,630.3,11975.7,7258,4717.7,45288,12,Dec,2023
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,656,16,17,11152,557.6,10594.4,10496,98.4,45039,4,Apr,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,895,14,35,31325,1566.25,29758.75,12530,17228.75,45063,5,May,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,657,15,23,15111,755.55,14355.45,9855,4500.45,45359,3,Mar,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,511,18,18,9198,459.9,8738.1,9198,-459.9,45264,12,Dec,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,985,13,19,18715,935.75,17779.25,12805,4974.25,45292,1,Jan,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,839,10,34,28526,1426.3,27099.7,8390,18709.7,45425,5,May,2024
Government,USA,Velo,"Government,USA,Velo",Low,115,10,24,2760,138,2622,1150,1472,45081,6,Jun,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,105,19,33,3465,173.25,3291.75,1995,1296.75,45126,7,Jul,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,196,11,28,5488,274.4,5213.6,2156,3057.6,45329,2,Feb,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,610,17,21,12810,640.5,12169.5,10370,1799.5,45212,10,Oct,2023
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,237,14,27,6399,319.95,6079.05,3318,2761.05,45201,10,Oct,2023
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,335,11,24,8040,402,7638,3685,3953,45211,10,Oct,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,409,18,22,8998,449.9,8548.1,7362,1186.1,45612,11,Nov,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,417,11,24,10008,500.4,9507.6,4587,4920.6,45739,3,Mar,2025
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,79,10,17,1343,67.15,1275.85,790,485.85,45405,4,Apr,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,781,10,33,25773,1288.65,24484.35,7810,16674.35,45306,1,Jan,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,526,17,17,8942,447.1,8494.9,8942,-447.1,45288,12,Dec,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,615,11,36,22140,1107,21033,6765,14268,45391,4,Apr,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,474,16,24,11376,568.8,10807.2,7584,3223.2,45299,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,618,12,28,17304,865.2,16438.8,7416,9022.8,45488,7,Jul,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,433,17,20,8660,433,8227,7361,866,45465,6,Jun,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,116,10,24,2784,139.2,2644.8,1160,1484.8,45644,12,Dec,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,940,10,33,31020,1551,29469,9400,20069,45160,8,Aug,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,756,12,28,21168,1058.4,20109.6,9072,11037.6,45383,4,Apr,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,947,20,35,33145,1657.25,31487.75,18940,12547.75,45246,11,Nov,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,969,13,19,18411,920.55,17490.45,12597,4893.45,45630,12,Dec,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,815,12,28,22820,1141,21679,9780,11899,45483,7,Jul,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,438,16,19,8322,416.1,7905.9,7008,897.9,45378,3,Mar,2024
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,865,11,36,31140,1557,29583,9515,20068,45712,2,Feb,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,349,14,35,12215,610.75,11604.25,4886,6718.25,45115,7,Jul,2023
Government,France,Velo,"Government,France,Velo",Low,71,18,35,2485,124.25,2360.75,1278,1082.75,45597,11,Nov,2024
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,530,11,34,18020,901,17119,5830,11289,45394,4,Apr,2024
Government,USA,VTT,"Government,USA,VTT",Low,841,10,21,17661,883.05,16777.95,8410,8367.95,45576,10,Oct,2024
Government,France,VTT,"Government,France,VTT",Low,219,10,33,7227,361.35,6865.65,2190,4675.65,45627,12,Dec,2024
