Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Enterprise,France,Velo,"Enterprise,France,Velo",None,523,17,34,17782,889.1,16892.9,8891,8001.9,45733,3,Mar,2025
Channel Partners,Germany,Velo,"Channel Partners,Germany,Velo",None,949,20,34,32266,1613.3,30652.7,18980,11672.7,45153,8,Aug,2023
Government,Germany,Velo,"Government,Germany,Velo",None,820,15,21,17220,861,16359,12300,4059,45507,8,Aug,2024
Channel Partners,Germany,Velo,"Channel Partners,Germany,Velo",None,571,20,34,19414,970.7,18443.3,11420,7023.3,45602,11,Nov,2024
Enterprise,USA,Velo,"Enterprise,USA,Velo",None,244,17,36,8784,439.2,8344.8,4148,4196.8,45118,7,Jul,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",None,280,13,26,7280,364,6916,3640,3276,45525,8,Aug,2024
Small Business,Canada,VTT,"Small Business,Canada,VTT",None,840,14,19,15960,798,15162,11760,3402,45155,8,Aug,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",None,884,11,21,18564,928.2,17635.8,9724,7911.8,45353,3,Mar,2024
Midmarket,France,VTT,"Midmarket,France,VTT",None,994,10,23,22862,1143.1,21718.9,9940,11778.9,45214,10,Oct,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",None,916,18,26,23816,1190.8,22625.2,16488,6137.2,45354,3,Mar,2024
Government,France,VTT,"Government,France,VTT",None,799,19,29,23171,1158.55,22012.45,15181,6831.45,45142,8,Aug,2023
Small Business,France,VTT,"Small Business,France,VTT",None,351,11,18,6318,315.9,6002.1,3861,2141.1,45636,12,Dec,2024
Government,Canada,VTT,"Government,Canada,VTT",None,139,18,25,3475,173.75,3301.25,2502,799.25,45178,9,Sep,2023
Government,France,Amarilla,"Government,France,Amarilla",None,72,17,28,2016,100.8,1915.2,1224,691.2,45399,4,Apr,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,672,15,34,22848,1142.4,21705.6,10080,11625.6,45319,1,Jan,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",None,829,18,28,23212,1160.6,22051.4,14922,7129.4,45121,7,Jul,2023
Government,France,Amarilla,"Government,France,Amarilla",None,22,17,28,616,6.16,609.84,374,235.84,45250,11,Nov,2023
Government,Germany,Amarilla,"Government,Germany,Amarilla",None,962,18,24,23088,1154.4,21933.6,17316,4617.6,45080,6,Jun,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,812,15,34,27608,1380.4,26227.6,12180,14047.6,45708,2,Feb,2025
Government,USA,Amarilla,"Government,USA,Amarilla",None,912,13,33,30096,1504.8,28591.2,11856,16735.2,45274,12,Dec,2023
Midmarket,USA,Amarilla,"Midmarket,USA,Amarilla",None,45,15,18,810,8.1,801.9,675,126.9,45124,7,Jul,2023
Government,France,Paseo,"Government,France,Paseo",Low,858,13,20,17160,858,16302,11154,5148,45442,5,May,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,305,20,38,11590,579.5,11010.5,6100,4910.5,45151,8,Aug,2023
Government,France,Paseo,"Government,France,Paseo",Low,757,13,20,15140,757,14383,9841,4542,45581,10,Oct,2024
Government,France,Velo,"Government,France,Velo",Low,523,20,38,19874,993.7,18880.3,10460,8420.3,45467,6,Jun,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,947,18,25,23675,1183.75,22491.25,17046,5445.25,45725,3,Mar,2025
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,105,20,28,2940,147,2793,2100,693,45495,7,Jul,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,630,13,29,18270,913.5,17356.5,8190,9166.5,45426,5,May,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,281,15,35,9835,491.75,9343.25,4215,5128.25,45448,6,Jun,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,225,19,21,4725,236.25,4488.75,4275,213.75,45078,6,Jun,2023
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,195,12,32,6240,312,5928,2340,3588,45272,12,Dec,2023
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,906,16,33,29898,1494.9,28403.1,14496,13907.1,45253,11,Nov,2023
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,159,11,35,5565,278.25,5286.75,1749,3537.75,45521,8,Aug,2024
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,403,18,19,7657,382.85,7274.15,7254,20.15,45346,2,Feb,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,546,13,29,15834,791.7,15042.3,7098,7944.3,45063,5,May,2023
Government,France,Carretera,"Government,France,Carretera",Low,829,11,36,29844,1492.2,28351.8,9119,19232.8,45203,10,Oct,2023
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,980,19,22,21560,1078,20482,18620,1862,45141,8,Aug,2023
Small Business,USA,Montana,"Small Business,USA,Montana",Low,630,11,27,17010,850.5,16159.5,6930,9229.5,45195,9,Sep,2023
Government,France,Montana,"Government,France,Montana",Low,204,18,34,6936,346.8,6589.2,3672,2917.2,45671,1,Jan,2025
Government,Canada,Montana,"Government,Canada,Montana",Low,614,18,23,14122,706.1,13415.9,11052,2363.9,45168,8,Aug,2023
Small Business,USA,Montana,"Small Business,USA,Montana",Low,446,11,27,12042,602.1,11439.9,4906,6533.9,45609,11,Nov,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,870,16,31,26970,1348.5,25621.5,13920,11701.5,45362,3,Mar,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,742,13,22,16324,816.2,15507.8,9646,5861.8,45298,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,479,14,29,13891,694.55,13196.45,6706,6490.45,45217,10,Oct,2023
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,179,14,29,5191,259.55,4931.45,2506,2425.45,45707,2,Feb,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,623,16,28,17444,872.2,16571.8,9968,6603.8,45699,2,Feb,2025
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,402,16,20,8040,402,7638,6432,1206,45080,6,Jun,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,693,20,18,12474,623.7,11850.3,13860,-2009.7,45046,4,Apr,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,903,15,18,16254,812.7,15441.3,13545,1896.3,45721,3,Mar,2025
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,975,18,20,19500,975,18525,17550,975,45299,1,Jan,2024
Government,France,Paseo,"Government,France,Paseo",Low,449,13,20,8980,449,8531,5837,2694,45592,10,Oct,2024
Government,France,Velo,"Government,France,Velo",Low,702,20,38,26676,1333.8,25342.2,14040,11302.2,45654,12,Dec,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,293,14,16,4688,234.4,4453.6,4102,351.6,45533,8,Aug,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,695,13,26,18070,903.5,17166.5,9035,8131.5,45339,2,Feb,2024
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,119,17,36,4284,214.2,4069.8,2023,2046.8,45708,2,Feb,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,761,17,34,25874,1293.7,24580.3,12937,11643.3,45066,5,May,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,408,20,28,11424,571.2,10852.8,8160,2692.8,45503,7,Jul,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,670,18,25,16750,837.5,15912.5,12060,3852.5,45274,12,Dec,2023
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,601,16,29,17429,871.45,16557.55,9616,6941.55,45610,11,Nov,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,597,10,30,17910,895.5,17014.5,5970,11044.5,45653,12,Dec,2024
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,403,10,37,14911,745.55,14165.45,4030,10135.45,45649,12,Dec,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,495,14,21,10395,519.75,9875.25,6930,2945.25,45646,12,Dec,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,887,10,24,21288,1064.4,20223.6,8870,11353.6,45308,1,Jan,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,680,10,30,20400,1020,19380,6800,12580,45238,11,Nov,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,803,15,34,27302,1365.1,25936.9,12045,13891.9,45527,8,Aug,2024
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,859,14,22,18898,944.9,17953.1,12026,5927.1,45039,4,Apr,2023
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,780,18,26,20280,1014,19266,14040,5226,45637,12,Dec,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,407,19,21,8547,427.35,8119.65,7733,386.65,45306,1,Jan,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,202,10,18,3636,181.8,3454.2,2020,1434.2,45269,12,Dec,2023
Government,France,Carretera,"Government,France,Carretera",Low,660,11,36,23760,1188,22572,7260,15312,45615,11,Nov,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,484,14,30,14520,726,13794,6776,7018,45107,6,Jun,2023
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,964,17,34,32776,1638.8,31137.2,16388,14749.2,45455,6,Jun,2024
Government,USA,Montana,"Government,USA,Montana",Low,136,12,20,2720,136,2584,1632,952,45748,4,Apr,2025
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,701,10,30,21030,1051.5,19978.5,7010,12968.5,45286,12,Dec,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,942,13,21,19782,989.1,18792.9,12246,6546.9,45189,9,Sep,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,697,17,34,23698,1184.9,22513.1,11849,10664.1,45100,6,Jun,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,873,10,38,33174,1658.7,31515.3,8730,22785.3,45407,4,Apr,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,104,19,35,3640,182,3458,1976,1482,45117,7,Jul,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,74,16,19,1406,70.3,1335.7,1184,151.7,45046,4,Apr,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,410,16,20,8200,410,7790,6560,1230,45328,2,Feb,2024
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,754,20,31,23374,1168.7,22205.3,15080,7125.3,45746,3,Mar,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,699,14,31,21669,1083.45,20585.55,9786,10799.55,45238,11,Nov,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,959,16,20,19180,959,18221,15344,2877,45683,1,Jan,2025
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,710,11,24,17040,852,16188,7810,8378,45710,2,Feb,2025
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,959,17,31,29729,1486.45,28242.55,16303,11939.55,45602,11,Nov,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,429,18,18,7722,386.1,7335.9,7722,-386.1,45317,1,Jan,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,32,18,36,1152,57.6,1094.4,576,518.4,45621,11,Nov,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,312,13,22,6864,343.2,6520.8,4056,2464.8,45202,10,Oct,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,446,14,29,12934,646.7,12287.3,6244,6043.3,45283,12,Dec,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,628,11,24,15072,753.6,14318.4,6908,7410.4,45074,5,May,2023
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,478,12,24,11472,573.6,10898.4,5736,5162.4,45150,8,Aug,2023
Government,USA,Velo,"Government,USA,Velo",Low,650,15,20,13000,650,12350,9750,2600,45313,1,Jan,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,57,15,21,1197,59.85,1137.15,855,282.15,45139,8,Aug,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,739,15,21,15519,775.95,14743.05,11085,3658.05,45309,1,Jan,2024
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,748,17,29,21692,1084.6,20607.4,12716,7891.4,45597,11,Nov,2024
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,578,15,34,19652,982.6,18669.4,8670,9999.4,45076,5,May,2023
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,644,20,36,23184,1159.2,22024.8,12880,9144.8,45257,11,Nov,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,969,14,16,15504,775.2,14728.8,13566,1162.8,45596,10,Oct,2024
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,645,17,17,10965,548.25,10416.75,10965,-548.25,45321,1,Jan,2024
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,195,18,37,7215,360.75,6854.25,3510,3344.25,45712,2,Feb,2025
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,916,10,37,33892,1694.6,32197.4,9160,23037.4,45644,12,Dec,2024
Government,Germany,VTT,"Government,Germany,VTT",Low,469,20,28,13132,656.6,12475.4,9380,3095.4,45221,10,Oct,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,526,12,32,16832,841.6,15990.4,6312,9678.4,45508,8,Aug,2024
Government,USA,VTT,"Government,USA,VTT",Low,416,10,20,8320,416,7904,4160,3744,45210,10,Oct,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,452,10,24,10848,542.4,10305.6,4520,5785.6,45638,12,Dec,2024
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,503,20,33,16599,829.95,15769.05,10060,5709.05,45149,8,Aug,2023
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,88,18,25,2200,110,2090,1584,506,45187,9,Sep,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,567,18,28,15876,793.8,15082.2,10206,4876.2,45571,10,Oct,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,980,18,24,23520,1176,22344,17640,4704,45733,3,Mar,2025
Government,USA,Amarilla,"Government,USA,Amarilla",Low,641,13,33,21153,1057.65,20095.35,8333,11762.35,45040,4,Apr,2023
Government,France,Amarilla,"Government,France,Amarilla",Low,145,17,28,4060,203,3857,2465,1392,45192,9,Sep,2023
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,988,20,33,32604,1630.2,30973.8,19760,11213.8,45426,5,May,2024
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,729,17,38,27702,1385.1,26316.9,12393,13923.9,45266,12,Dec,2023
Government,Germany,Carretera,"Government,Germany,Carretera",Low,261,11,18,4698,234.9,4463.1,2871,1592.1,45213,10,Oct,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,641,10,18,11538,576.9,10961.1,6410,4551.1,45625,11,Nov,2024
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,794,20,28,22232,1111.6,21120.4,15880,5240.4,45297,1,Jan,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,400,19,21,8400,420,7980,7600,380,45594,10,Oct,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,937,15,33,30921,1546.05,29374.95,14055,15319.95,45607,11,Nov,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,933,19,23,21459,1072.95,20386.05,17727,2659.05,45171,9,Sep,2023
Government,France,Montana,"Government,France,Montana",Low,314,18,34,10676,533.8,10142.2,5652,4490.2,45664,1,Jan,2025
Government,Germany,Montana,"Government,Germany,Montana",Low,727,15,33,23991,1199.55,22791.45,10905,11886.45,45679,1,Jan,2025
Enterprise,France,Montana,"Enterprise,France,Montana",Low,119,16,22,2618,130.9,2487.1,1904,583.1,45283,12,Dec,2023
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,844,17,23,19412,970.6,18441.4,14348,4093.4,45274,12,Dec,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,961,10,38,36518,1825.9,34692.1,9610,25082.1,45480,7,Jul,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,534,18,36,19224,961.2,18262.8,9612,8650.8,45328,2,Feb,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,385,11,24,9240,462,8778,4235,4543,45530,8,Aug,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,492,19,35,17220,861,16359,9348,7011,45291,12,Dec,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,941,14,31,29171,1458.55,27712.45,13174,14538.45,45538,9,Sep,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,770,16,19,14630,731.5,13898.5,12320,1578.5,45112,7,Jul,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,110,18,36,3960,198,3762,1980,1782,45531,8,Aug,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,283,20,18,5094,254.7,4839.3,5660,-820.7,45535,8,Aug,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,953,16,28,26684,1334.2,25349.8,15248,10101.8,45169,8,Aug,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,990,14,31,30690,1534.5,29155.5,13860,15295.5,45645,12,Dec,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,311,13,26,8086,404.3,7681.7,4043,3638.7,45473,6,Jun,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,360,18,36,12960,648,12312,6480,5832,45402,4,Apr,2024
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,164,17,18,2952,147.6,2804.4,2788,16.4,45379,3,Mar,2024
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,506,20,30,15180,759,14421,10120,4301,45394,4,Apr,2024
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,54,14,19,1026,51.3,974.7,756,218.7,45032,4,Apr,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,776,10,24,18624,931.2,17692.8,7760,9932.8,45505,8,Aug,2024
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,860,18,26,22360,1118,21242,15480,5762,45554,9,Sep,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,25,14,30,750,7.5,742.5,350,392.5,45719,3,Mar,2025
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,751,10,26,19526,976.3,18549.7,7510,11039.7,45650,12,Dec,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,311,17,34,10574,528.7,10045.3,5287,4758.3,45167,8,Aug,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,705,11,21,14805,740.25,14064.75,7755,6309.75,45050,5,May,2023
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,251,19,22,5522,276.1,5245.9,4769,476.9,45491,7,Jul,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,926,15,21,19446,972.3,18473.7,13890,4583.7,45610,11,Nov,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,988,20,38,37544,1877.2,35666.8,19760,15906.8,45246,11,Nov,2023
Government,USA,Velo,"Government,USA,Velo",Low,464,15,20,9280,464,8816,6960,1856,45552,9,Sep,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,93,14,30,2790,139.5,2650.5,1302,1348.5,45474,7,Jul,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,761,10,18,13698,684.9,13013.1,7610,5403.1,45042,4,Apr,2023
Government,USA,Carretera,"Government,USA,Carretera",Low,439,15,35,15365,768.25,14596.75,6585,8011.75,45033,4,Apr,2023
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,863,10,24,20712,1035.6,19676.4,8630,11046.4,45440,5,May,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,272,10,35,9520,476,9044,2720,6324,45428,5,May,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,316,18,23,7268,363.4,6904.6,5688,1216.6,45674,1,Jan,2025
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,666,10,35,23310,1165.5,22144.5,6660,15484.5,45104,6,Jun,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,841,13,21,17661,883.05,16777.95,10933,5844.95,45042,4,Apr,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,859,18,18,15462,773.1,14688.9,15462,-773.1,45584,10,Oct,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,509,14,31,15779,788.95,14990.05,7126,7864.05,45740,3,Mar,2025
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,616,19,35,21560,1078,20482,11704,8778,45167,8,Aug,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,243,18,20,4860,243,4617,4374,243,45563,9,Sep,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,770,14,29,22330,1116.5,21213.5,10780,10433.5,45347,2,Feb,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,546,16,28,15288,764.4,14523.6,8736,5787.6,45333,2,Feb,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,501,17,34,17034,851.7,16182.3,8517,7665.3,45640,12,Dec,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,596,18,18,10728,536.4,10191.6,10728,-536.4,45675,1,Jan,2025
Government,USA,Paseo,"Government,USA,Paseo",Low,336,14,29,9744,487.2,9256.8,4704,4552.8,45465,6,Jun,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,616,13,22,13552,677.6,12874.4,8008,4866.4,45489,7,Jul,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,403,15,21,8463,423.15,8039.85,6045,1994.85,45607,11,Nov,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,575,14,29,16675,833.75,15841.25,8050,7791.25,45182,9,Sep,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,698,16,20,13960,698,13262,11168,2094,45625,11,Nov,2024
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,539,20,23,12397,619.85,11777.15,10780,997.15,45121,7,Jul,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,230,17,34,7820,391,7429,3910,3519,45132,7,Jul,2023
Government,France,Velo,"Government,France,Velo",Low,940,20,38,35720,1786,33934,18800,15134,45381,3,Mar,2024
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,424,10,16,6784,339.2,6444.8,4240,2204.8,45284,12,Dec,2023
Government,USA,VTT,"Government,USA,VTT",Low,266,10,20,5320,266,5054,2660,2394,45247,11,Nov,2023
Government,France,VTT,"Government,France,VTT",Low,134,19,29,3886,194.3,3691.7,2546,1145.7,45373,3,Mar,2024
