Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,Canada,VTT,"Small Business,Canada,VTT",None,16,11,20,320,3.2,316.8,176,140.8,45487,7,Jul,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",None,327,14,20,6540,327,6213,4578,1635,45316,1,Jan,2024
Midmarket,France,VTT,"Midmarket,France,VTT",None,210,16,34,7140,357,6783,3360,3423,45282,12,Dec,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",None,606,11,37,22422,1121.1,21300.9,6666,14634.9,45038,4,Apr,2023
Government,France,VTT,"Government,France,VTT",None,101,14,33,3333,166.65,3166.35,1414,1752.35,45385,4,Apr,2024
Small Business,France,VTT,"Small Business,France,VTT",None,414,20,33,13662,683.1,12978.9,8280,4698.9,45275,12,Dec,2023
Government,Canada,VTT,"Government,Canada,VTT",None,403,14,28,11284,564.2,10719.8,5642,5077.8,45200,10,Oct,2023
Government,France,Amarilla,"Government,France,Amarilla",None,761,15,26,19786,989.3,18796.7,11415,7381.7,45184,9,Sep,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,166,20,17,2822,141.1,2680.9,3320,-639.1,45231,11,Nov,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",None,282,12,35,9870,493.5,9376.5,3384,5992.5,45406,4,Apr,2024
Government,France,Amarilla,"Government,France,Amarilla",None,463,15,26,12038,601.9,11436.1,6945,4491.1,45507,8,Aug,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",None,327,20,23,7521,376.05,7144.95,6540,604.95,45222,10,Oct,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,460,20,17,7820,391,7429,9200,-1771,45612,11,Nov,2024
Government,USA,Amarilla,"Government,USA,Amarilla",None,967,20,31,29977,1498.85,28478.15,19340,9138.15,45337,2,Feb,2024
Midmarket,USA,Amarilla,"Midmarket,USA,Amarilla",None,690,20,25,17250,862.5,16387.5,13800,2587.5,45399,4,Apr,2024
Government,France,Paseo,"Government,France,Paseo",Low,392,20,24,9408,470.4,8937.6,7840,1097.6,45486,7,Jul,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,472,18,16,7552,377.6,7174.4,8496,-1321.6,45462,6,Jun,2024
Government,France,Paseo,"Government,France,Paseo",Low,582,20,24,13968,698.4,13269.6,11640,1629.6,45696,2,Feb,2025
Government,France,Velo,"Government,France,Velo",Low,847,16,18,15246,762.3,14483.7,13552,931.7,45452,6,Jun,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,453,14,28,12684,634.2,12049.8,6342,5707.8,45061,5,May,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,830,14,20,16600,830,15770,11620,4150,45741,3,Mar,2025
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,612,12,33,20196,1009.8,19186.2,7344,11842.2,45593,10,Oct,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,254,15,26,6604,330.2,6273.8,3810,2463.8,45441,5,May,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,220,20,37,8140,407,7733,4400,3333,45660,1,Jan,2025
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,704,15,30,21120,1056,20064,10560,9504,45069,5,May,2023
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,613,18,21,12873,643.65,12229.35,11034,1195.35,45132,7,Jul,2023
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,212,14,17,3604,180.2,3423.8,2968,455.8,45129,7,Jul,2023
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,593,19,35,20755,1037.75,19717.25,11267,8450.25,45693,2,Feb,2025
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,56,12,33,1848,92.4,1755.6,672,1083.6,45686,1,Jan,2025
Government,France,Carretera,"Government,France,Carretera",Low,251,20,19,4769,238.45,4530.55,5020,-489.45,45658,1,Jan,2025
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,942,10,31,29202,1460.1,27741.9,9420,18321.9,45459,6,Jun,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,198,17,16,3168,158.4,3009.6,3366,-356.4,45070,5,May,2023
Government,France,Montana,"Government,France,Montana",Low,342,20,26,8892,444.6,8447.4,6840,1607.4,45658,1,Jan,2025
Government,Canada,Montana,"Government,Canada,Montana",Low,474,18,30,14220,711,13509,8532,4977,45309,1,Jan,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,848,17,16,13568,678.4,12889.6,14416,-1526.4,45410,4,Apr,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,833,20,31,25823,1291.15,24531.85,16660,7871.85,45367,3,Mar,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,276,12,32,8832,441.6,8390.4,3312,5078.4,45357,3,Mar,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,921,14,23,21183,1059.15,20123.85,12894,7229.85,45738,3,Mar,2025
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,389,11,26,10114,505.7,9608.3,4279,5329.3,45109,7,Jul,2023
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,752,20,31,23312,1165.6,22146.4,15040,7106.4,45201,10,Oct,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,537,15,29,15573,778.65,14794.35,8055,6739.35,45420,5,May,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,742,11,29,21518,1075.9,20442.1,8162,12280.1,45639,12,Dec,2024
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,842,16,27,22734,1136.7,21597.3,13472,8125.3,45056,5,May,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,608,17,22,13376,668.8,12707.2,10336,2371.2,45738,3,Mar,2025
Government,France,Paseo,"Government,France,Paseo",Low,69,20,24,1656,82.8,1573.2,1380,193.2,45054,5,May,2023
Government,France,Velo,"Government,France,Velo",Low,928,16,18,16704,835.2,15868.8,14848,1020.8,45352,3,Mar,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,207,16,22,4554,227.7,4326.3,3312,1014.3,45243,11,Nov,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,670,16,38,25460,1273,24187,10720,13467,45104,6,Jun,2023
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,36,14,26,936,9.36,926.64,504,422.64,45691,2,Feb,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,363,17,36,13068,653.4,12414.6,6171,6243.6,45034,4,Apr,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,86,13,30,2580,129,2451,1118,1333,45571,10,Oct,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,70,14,28,1960,98,1862,980,882,45590,10,Oct,2024
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,921,20,26,23946,1197.3,22748.7,18420,4328.7,45078,6,Jun,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,36,13,27,972,9.72,962.28,468,494.28,45659,1,Jan,2025
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,162,19,35,5670,283.5,5386.5,3078,2308.5,45514,8,Aug,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,670,18,31,20770,1038.5,19731.5,12060,7671.5,45482,7,Jul,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,699,16,17,11883,594.15,11288.85,11184,104.85,45488,7,Jul,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,591,13,27,15957,797.85,15159.15,7683,7476.15,45479,7,Jul,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,634,20,17,10778,538.9,10239.1,12680,-2440.9,45492,7,Jul,2024
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,186,18,20,3720,186,3534,3348,186,45722,3,Mar,2025
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,222,19,34,7548,377.4,7170.6,4218,2952.6,45669,1,Jan,2025
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,42,20,37,1554,77.7,1476.3,840,636.3,45335,2,Feb,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,903,16,30,27090,1354.5,25735.5,14448,11287.5,45503,7,Jul,2024
Government,France,Carretera,"Government,France,Carretera",Low,152,20,19,2888,144.4,2743.6,3040,-296.4,45482,7,Jul,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,123,19,21,2583,129.15,2453.85,2337,116.85,45367,3,Mar,2024
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,252,15,20,5040,252,4788,3780,1008,45468,6,Jun,2024
Government,USA,Montana,"Government,USA,Montana",Low,209,15,36,7524,376.2,7147.8,3135,4012.8,45520,8,Aug,2024
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,657,17,17,11169,558.45,10610.55,11169,-558.45,45589,10,Oct,2024
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,869,10,23,19987,999.35,18987.65,8690,10297.65,45525,8,Aug,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,253,19,24,6072,303.6,5768.4,4807,961.4,45311,1,Jan,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,632,12,28,17696,884.8,16811.2,7584,9227.2,45568,10,Oct,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,253,11,30,7590,379.5,7210.5,2783,4427.5,45134,7,Jul,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,679,18,31,21049,1052.45,19996.55,12222,7774.55,45273,12,Dec,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,420,15,29,12180,609,11571,6300,5271,45074,5,May,2023
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,273,17,35,9555,477.75,9077.25,4641,4436.25,45563,9,Sep,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,704,19,28,19712,985.6,18726.4,13376,5350.4,45100,6,Jun,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,707,15,29,20503,1025.15,19477.85,10605,8872.85,45204,10,Oct,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,768,12,32,24576,1228.8,23347.2,9216,14131.2,45163,8,Aug,2023
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,456,13,34,15504,775.2,14728.8,5928,8800.8,45050,5,May,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,386,14,29,11194,559.7,10634.3,5404,5230.3,45649,12,Dec,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,386,19,28,10808,540.4,10267.6,7334,2933.6,45633,12,Dec,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,570,12,32,18240,912,17328,6840,10488,45348,2,Feb,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,259,14,23,5957,297.85,5659.15,3626,2033.15,45070,5,May,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,339,12,32,10848,542.4,10305.6,4068,6237.6,45243,11,Nov,2023
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,874,15,33,28842,1442.1,27399.9,13110,14289.9,45336,2,Feb,2024
Government,USA,Velo,"Government,USA,Velo",Low,654,10,32,20928,1046.4,19881.6,6540,13341.6,45315,1,Jan,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,729,13,29,21141,1057.05,20083.95,9477,10606.95,45439,5,May,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,42,13,29,1218,60.9,1157.1,546,611.1,45046,4,Apr,2023
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,126,20,21,2646,132.3,2513.7,2520,-6.3,45208,10,Oct,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,403,20,33,13299,664.95,12634.05,8060,4574.05,45156,8,Aug,2023
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,302,16,36,10872,543.6,10328.4,4832,5496.4,45319,1,Jan,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,684,16,22,15048,752.4,14295.6,10944,3351.6,45530,8,Aug,2024
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,927,10,21,19467,973.35,18493.65,9270,9223.65,45556,9,Sep,2024
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,17,16,23,391,3.91,387.09,272,115.09,45204,10,Oct,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,377,19,35,13195,659.75,12535.25,7163,5372.25,45680,1,Jan,2025
Government,Germany,VTT,"Government,Germany,VTT",Low,276,13,30,8280,414,7866,3588,4278,45053,5,May,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,294,12,28,8232,411.6,7820.4,3528,4292.4,45546,9,Sep,2024
Government,USA,VTT,"Government,USA,VTT",Low,853,18,34,29002,1450.1,27551.9,15354,12197.9,45670,1,Jan,2025
Government,Mexico,VTT,"Government,Mexico,VTT",Low,656,16,17,11152,557.6,10594.4,10496,98.4,45197,9,Sep,2023
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,138,19,21,2898,144.9,2753.1,2622,131.1,45303,1,Jan,2024
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,508,17,31,15748,787.4,14960.6,8636,6324.6,45591,10,Oct,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,274,12,35,9590,479.5,9110.5,3288,5822.5,45179,9,Sep,2023
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,456,20,23,10488,524.4,9963.6,9120,843.6,45706,2,Feb,2025
Government,USA,Amarilla,"Government,USA,Amarilla",Low,29,20,31,899,8.99,890.01,580,310.01,45186,9,Sep,2023
Government,France,Amarilla,"Government,France,Amarilla",Low,381,15,26,9906,495.3,9410.7,5715,3695.7,45103,6,Jun,2023
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,18,15,33,594,5.94,588.06,270,318.06,45604,11,Nov,2024
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,684,10,30,20520,1026,19494,6840,12654,45188,9,Sep,2023
Government,Germany,Carretera,"Government,Germany,Carretera",Low,809,15,22,17798,889.9,16908.1,12135,4773.1,45627,12,Dec,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,91,16,30,2730,136.5,2593.5,1456,1137.5,45185,9,Sep,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,628,14,20,12560,628,11932,8792,3140,45510,8,Aug,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,825,20,37,30525,1526.25,28998.75,16500,12498.75,45391,4,Apr,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,904,18,20,18080,904,17176,16272,904,45655,12,Dec,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,935,10,36,33660,1683,31977,9350,22627,45225,10,Oct,2023
Government,France,Montana,"Government,France,Montana",Low,670,20,26,17420,871,16549,13400,3149,45447,6,Jun,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,823,18,20,16460,823,15637,14814,823,45093,6,Jun,2023
Enterprise,France,Montana,"Enterprise,France,Montana",Low,400,10,21,8400,420,7980,4000,3980,45429,5,May,2024
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,692,18,16,11072,553.6,10518.4,12456,-1937.6,45756,4,Apr,2025
Small Business,France,Paseo,"Small Business,France,Paseo",Low,17,12,28,476,4.76,471.24,204,267.24,45106,6,Jun,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,334,19,28,9352,467.6,8884.4,6346,2538.4,45581,10,Oct,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,517,12,32,16544,827.2,15716.8,6204,9512.8,45567,10,Oct,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,650,11,30,19500,975,18525,7150,11375,45609,11,Nov,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,635,19,28,17780,889,16891,12065,4826,45521,8,Aug,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,433,18,31,13423,671.15,12751.85,7794,4957.85,45547,9,Sep,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,193,19,28,5404,270.2,5133.8,3667,1466.8,45719,3,Mar,2025
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,515,11,29,14935,746.75,14188.25,5665,8523.25,45734,3,Mar,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,821,20,31,25451,1272.55,24178.45,16420,7758.45,45701,2,Feb,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,988,19,28,27664,1383.2,26280.8,18772,7508.8,45198,9,Sep,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,563,16,38,21394,1069.7,20324.3,9008,11316.3,45048,5,May,2023
Small Business,USA,VTT,"Small Business,USA,VTT",Low,62,16,32,1984,99.2,1884.8,992,892.8,45349,2,Feb,2024
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,35,16,33,1155,57.75,1097.25,560,537.25,45254,11,Nov,2023
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,882,14,31,27342,1367.1,25974.9,12348,13626.9,45034,4,Apr,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,446,11,20,8920,446,8474,4906,3568,45333,2,Feb,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,930,16,17,15810,790.5,15019.5,14880,139.5,45102,6,Jun,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,241,11,37,8917,445.85,8471.15,2651,5820.15,45316,1,Jan,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,504,19,21,10584,529.2,10054.8,9576,478.8,45357,3,Mar,2024
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,558,10,22,12276,613.8,11662.2,5580,6082.2,45570,10,Oct,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,879,17,36,31644,1582.2,30061.8,14943,15118.8,45523,8,Aug,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,294,14,20,5880,294,5586,4116,1470,45400,4,Apr,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,741,10,31,22971,1148.55,21822.45,7410,14412.45,45314,1,Jan,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,827,19,32,26464,1323.2,25140.8,15713,9427.8,45032,4,Apr,2023
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,254,18,16,4064,203.2,3860.8,4572,-711.2,45739,3,Mar,2025
Government,USA,Velo,"Government,USA,Velo",Low,238,10,32,7616,380.8,7235.2,2380,4855.2,45485,7,Jul,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,573,19,21,12033,601.65,11431.35,10887,544.35,45229,10,Oct,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,260,16,30,7800,390,7410,4160,3250,45631,12,Dec,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,824,15,26,21424,1071.2,20352.8,12360,7992.8,45678,1,Jan,2025
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,270,19,28,7560,378,7182,5130,2052,45734,3,Mar,2025
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,883,16,28,24724,1236.2,23487.8,14128,9359.8,45715,2,Feb,2025
Government,Canada,Montana,"Government,Canada,Montana",Low,32,18,30,960,9.6,950.4,576,374.4,45683,1,Jan,2025
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,905,16,28,25340,1267,24073,14480,9593,45063,5,May,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,216,10,23,4968,248.4,4719.6,2160,2559.6,45587,10,Oct,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,841,14,29,24389,1219.45,23169.55,11774,11395.55,45145,8,Aug,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,285,19,28,7980,399,7581,5415,2166,45522,8,Aug,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,74,11,30,2220,111,2109,814,1295,45095,6,Jun,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,419,17,22,9218,460.9,8757.1,7123,1634.1,45606,11,Nov,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,966,14,23,22218,1110.9,21107.1,13524,7583.1,45610,11,Nov,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,124,20,31,3844,192.2,3651.8,2480,1171.8,45497,7,Jul,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,362,19,24,8688,434.4,8253.6,6878,1375.6,45168,8,Aug,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,932,14,29,27028,1351.4,25676.6,13048,12628.6,45318,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,167,14,23,3841,192.05,3648.95,2338,1310.95,45641,12,Dec,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,571,12,32,18272,913.6,17358.4,6852,10506.4,45346,2,Feb,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,142,19,32,4544,227.2,4316.8,2698,1618.8,45316,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,488,14,23,11224,561.2,10662.8,6832,3830.8,45084,6,Jun,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,851,15,29,24679,1233.95,23445.05,12765,10680.05,45756,4,Apr,2025
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,81,19,37,2997,149.85,2847.15,1539,1308.15,45739,3,Mar,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,934,17,36,33624,1681.2,31942.8,15878,16064.8,45065,5,May,2023
Government,France,Velo,"Government,France,Velo",Low,464,16,18,8352,417.6,7934.4,7424,510.4,45240,11,Nov,2023
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,408,19,21,8568,428.4,8139.6,7752,387.6,45702,2,Feb,2025
Government,USA,VTT,"Government,USA,VTT",Low,286,18,34,9724,486.2,9237.8,5148,4089.8,45167,8,Aug,2023
Government,France,VTT,"Government,France,VTT",Low,189,14,33,6237,311.85,5925.15,2646,3279.15,45297,1,Jan,2024
