Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Mexico,Velo,"Government,Mexico,Velo",None,39,18,29,1131,56.55,1074.45,702,372.45,45625,11,Nov,2024
Enterprise,France,Velo,"Enterprise,France,Velo",None,899,19,37,33263,1663.15,31599.85,17081,14518.85,45250,11,Nov,2023
Channel Partners,Germany,Velo,"Channel Partners,Germany,Velo",None,850,12,24,20400,1020,19380,10200,9180,45068,5,May,2023
Government,Germany,Velo,"Government,Germany,Velo",None,101,20,22,2222,111.1,2110.9,2020,90.9,45037,4,Apr,2023
Channel Partners,Germany,Velo,"Channel Partners,Germany,Velo",None,797,12,24,19128,956.4,18171.6,9564,8607.6,45485,7,Jul,2024
Enterprise,USA,Velo,"Enterprise,USA,Velo",None,306,16,33,10098,504.9,9593.1,4896,4697.1,45689,2,Feb,2025
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",None,240,19,18,4320,216,4104,4560,-456,45033,4,Apr,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",None,807,15,34,27438,1371.9,26066.1,12105,13961.1,45418,5,May,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",None,797,14,22,17534,876.7,16657.3,11158,5499.3,45272,12,Dec,2023
Midmarket,France,VTT,"Midmarket,France,VTT",None,276,16,21,5796,289.8,5506.2,4416,1090.2,45657,12,Dec,2024
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",None,914,14,19,17366,868.3,16497.7,12796,3701.7,45640,12,Dec,2024
Government,France,VTT,"Government,France,VTT",None,748,14,26,19448,972.4,18475.6,10472,8003.6,45326,2,Feb,2024
Small Business,France,VTT,"Small Business,France,VTT",None,500,20,33,16500,825,15675,10000,5675,45237,11,Nov,2023
Government,Canada,VTT,"Government,Canada,VTT",None,922,18,30,27660,1383,26277,16596,9681,45370,3,Mar,2024
Government,France,Amarilla,"Government,France,Amarilla",None,531,20,25,13275,663.75,12611.25,10620,1991.25,45248,11,Nov,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,203,16,36,7308,365.4,6942.6,3248,3694.6,45342,2,Feb,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",None,359,12,36,12924,646.2,12277.8,4308,7969.8,45647,12,Dec,2024
Government,France,Amarilla,"Government,France,Amarilla",None,290,20,25,7250,362.5,6887.5,5800,1087.5,45343,2,Feb,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",None,162,14,33,5346,267.3,5078.7,2268,2810.7,45589,10,Oct,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,438,16,36,15768,788.4,14979.6,7008,7971.6,45509,8,Aug,2024
Government,USA,Amarilla,"Government,USA,Amarilla",None,631,14,26,16406,820.3,15585.7,8834,6751.7,45077,5,May,2023
Midmarket,USA,Amarilla,"Midmarket,USA,Amarilla",None,983,17,31,30473,1523.65,28949.35,16711,12238.35,45190,9,Sep,2023
Government,France,Paseo,"Government,France,Paseo",Low,791,13,35,27685,1384.25,26300.75,10283,16017.75,45583,10,Oct,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,89,20,35,3115,155.75,2959.25,1780,1179.25,45190,9,Sep,2023
Government,France,Paseo,"Government,France,Paseo",Low,421,13,35,14735,736.75,13998.25,5473,8525.25,45606,11,Nov,2024
Government,France,Velo,"Government,France,Velo",Low,68,19,33,2244,112.2,2131.8,1292,839.8,45515,8,Aug,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,178,18,30,5340,267,5073,3204,1869,45349,2,Feb,2024
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,887,11,21,18627,931.35,17695.65,9757,7938.65,45375,3,Mar,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,836,20,28,23408,1170.4,22237.6,16720,5517.6,45367,3,Mar,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,427,11,31,13237,661.85,12575.15,4697,7878.15,45443,5,May,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,257,13,26,6682,334.1,6347.9,3341,3006.9,45531,8,Aug,2024
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,142,17,29,4118,205.9,3912.1,2414,1498.1,45631,12,Dec,2024
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,122,15,32,3904,195.2,3708.8,1830,1878.8,45628,12,Dec,2024
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,550,16,23,12650,632.5,12017.5,8800,3217.5,45207,10,Oct,2023
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,38,13,23,874,8.74,865.26,494,371.26,45466,6,Jun,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,43,20,28,1204,60.2,1143.8,860,283.8,45722,3,Mar,2025
Government,France,Carretera,"Government,France,Carretera",Low,226,20,35,7910,395.5,7514.5,4520,2994.5,45501,7,Jul,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,722,10,23,16606,830.3,15775.7,7220,8555.7,45742,3,Mar,2025
Small Business,USA,Montana,"Small Business,USA,Montana",Low,628,11,19,11932,596.6,11335.4,6908,4427.4,45161,8,Aug,2023
Government,France,Montana,"Government,France,Montana",Low,585,15,19,11115,555.75,10559.25,8775,1784.25,45599,11,Nov,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,963,18,35,33705,1685.25,32019.75,17334,14685.75,45271,12,Dec,2023
Small Business,USA,Montana,"Small Business,USA,Montana",Low,323,11,19,6137,306.85,5830.15,3553,2277.15,45176,9,Sep,2023
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,581,15,37,21497,1074.85,20422.15,8715,11707.15,45376,3,Mar,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,416,14,31,12896,644.8,12251.2,5824,6427.2,45556,9,Sep,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,633,15,29,18357,917.85,17439.15,9495,7944.15,45557,9,Sep,2024
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,958,12,33,31614,1580.7,30033.3,11496,18537.3,45235,11,Nov,2023
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,717,10,29,20793,1039.65,19753.35,7170,12583.35,45053,5,May,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,273,16,20,5460,273,5187,4368,819,45378,3,Mar,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,890,10,16,14240,712,13528,8900,4628,45073,5,May,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,571,17,35,19985,999.25,18985.75,9707,9278.75,45515,8,Aug,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,218,10,32,6976,348.8,6627.2,2180,4447.2,45053,5,May,2023
Government,France,Paseo,"Government,France,Paseo",Low,886,13,35,31010,1550.5,29459.5,11518,17941.5,45410,4,Apr,2024
Government,France,Velo,"Government,France,Velo",Low,131,19,33,4323,216.15,4106.85,2489,1617.85,45489,7,Jul,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,564,18,29,16356,817.8,15538.2,10152,5386.2,45643,12,Dec,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,769,19,18,13842,692.1,13149.9,14611,-1461.1,45330,2,Feb,2024
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,785,16,33,25905,1295.25,24609.75,12560,12049.75,45334,2,Feb,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,151,16,33,4983,249.15,4733.85,2416,2317.85,45613,11,Nov,2024
Government,Germany,VTT,"Government,Germany,VTT",Low,255,16,37,9435,471.75,8963.25,4080,4883.25,45616,11,Nov,2024
Government,Canada,VTT,"Government,Canada,VTT",Low,107,18,30,3210,160.5,3049.5,1926,1123.5,45257,11,Nov,2023
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,602,19,26,15652,782.6,14869.4,11438,3431.4,45037,4,Apr,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,614,17,20,12280,614,11666,10438,1228,45217,10,Oct,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,836,20,34,28424,1421.2,27002.8,16720,10282.8,45496,7,Jul,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,382,15,38,14516,725.8,13790.2,5730,8060.2,45731,3,Mar,2025
Government,Mexico,VTT,"Government,Mexico,VTT",Low,70,17,29,2030,101.5,1928.5,1190,738.5,45293,1,Jan,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,599,17,20,11980,599,11381,10183,1198,45033,4,Apr,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,931,16,36,33516,1675.8,31840.2,14896,16944.2,45346,2,Feb,2024
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,700,10,36,25200,1260,23940,7000,16940,45529,8,Aug,2024
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,345,17,34,11730,586.5,11143.5,5865,5278.5,45237,11,Nov,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,590,13,26,15340,767,14573,7670,6903,45314,1,Jan,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,764,20,28,21392,1069.6,20322.4,15280,5042.4,45389,4,Apr,2024
Government,France,Carretera,"Government,France,Carretera",Low,213,20,35,7455,372.75,7082.25,4260,2822.25,45132,7,Jul,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,936,17,32,29952,1497.6,28454.4,15912,12542.4,45616,11,Nov,2024
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,298,14,24,7152,357.6,6794.4,4172,2622.4,45120,7,Jul,2023
Government,USA,Montana,"Government,USA,Montana",Low,665,11,38,25270,1263.5,24006.5,7315,16691.5,45737,3,Mar,2025
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,289,13,36,10404,520.2,9883.8,3757,6126.8,45235,11,Nov,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,174,18,38,6612,330.6,6281.4,3132,3149.4,45236,11,Nov,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,436,14,29,12644,632.2,12011.8,6104,5907.8,45049,5,May,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,112,14,25,2800,140,2660,1568,1092,45595,10,Oct,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,354,15,17,6018,300.9,5717.1,5310,407.1,45051,5,May,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,460,13,31,14260,713,13547,5980,7567,45403,4,Apr,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,473,16,20,9460,473,8987,7568,1419,45452,6,Jun,2024
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,93,10,31,2883,144.15,2738.85,930,1808.85,45141,8,Aug,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,343,10,17,5831,291.55,5539.45,3430,2109.45,45279,12,Dec,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,823,16,20,16460,823,15637,13168,2469,45070,5,May,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,164,11,17,2788,139.4,2648.6,1804,844.6,45561,9,Sep,2024
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,846,18,28,23688,1184.4,22503.6,15228,7275.6,45139,8,Aug,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,493,11,38,18734,936.7,17797.3,5423,12374.3,45666,1,Jan,2025
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,756,17,18,13608,680.4,12927.6,12852,75.6,45156,8,Aug,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,231,14,31,7161,358.05,6802.95,3234,3568.95,45238,11,Nov,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,159,15,29,4611,230.55,4380.45,2385,1995.45,45574,10,Oct,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,170,11,17,2890,144.5,2745.5,1870,875.5,45469,6,Jun,2024
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,450,14,23,10350,517.5,9832.5,6300,3532.5,45315,1,Jan,2024
Government,USA,Velo,"Government,USA,Velo",Low,388,15,37,14356,717.8,13638.2,5820,7818.2,45062,5,May,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,754,20,22,16588,829.4,15758.6,15080,678.6,45668,1,Jan,2025
Government,Germany,Velo,"Government,Germany,Velo",Low,608,20,22,13376,668.8,12707.2,12160,547.2,45054,5,May,2023
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,301,15,30,9030,451.5,8578.5,4515,4063.5,45247,11,Nov,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,580,10,21,12180,609,11571,5800,5771,45726,3,Mar,2025
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,104,11,28,2912,145.6,2766.4,1144,1622.4,45278,12,Dec,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,202,18,29,5858,292.9,5565.1,3636,1929.1,45160,8,Aug,2023
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,526,15,29,15254,762.7,14491.3,7890,6601.3,45119,7,Jul,2023
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,762,14,24,18288,914.4,17373.6,10668,6705.6,45222,10,Oct,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,745,20,34,25330,1266.5,24063.5,14900,9163.5,45182,9,Sep,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,308,16,37,11396,569.8,10826.2,4928,5898.2,45167,8,Aug,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,88,10,21,1848,92.4,1755.6,880,875.6,45035,4,Apr,2023
Government,USA,VTT,"Government,USA,VTT",Low,331,16,29,9599,479.95,9119.05,5296,3823.05,45407,4,Apr,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,662,17,29,19198,959.9,18238.1,11254,6984.1,45198,9,Sep,2023
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,271,14,38,10298,514.9,9783.1,3794,5989.1,45170,9,Sep,2023
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,820,11,22,18040,902,17138,9020,8118,45601,11,Nov,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,432,12,36,15552,777.6,14774.4,5184,9590.4,45536,9,Sep,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,820,14,33,27060,1353,25707,11480,14227,45321,1,Jan,2024
Government,USA,Amarilla,"Government,USA,Amarilla",Low,441,14,26,11466,573.3,10892.7,6174,4718.7,45419,5,May,2024
Government,France,Amarilla,"Government,France,Amarilla",Low,72,20,25,1800,90,1710,1440,270,45193,9,Sep,2023
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,547,16,26,14222,711.1,13510.9,8752,4758.9,45565,9,Sep,2024
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,610,13,16,9760,488,9272,7930,1342,45262,12,Dec,2023
Government,Germany,Carretera,"Government,Germany,Carretera",Low,776,11,36,27936,1396.8,26539.2,8536,18003.2,45192,9,Sep,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,992,20,28,27776,1388.8,26387.2,19840,6547.2,45107,6,Jun,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,808,11,21,16968,848.4,16119.6,8888,7231.6,45127,7,Jul,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,70,13,26,1820,91,1729,910,819,45635,12,Dec,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,627,10,38,23826,1191.3,22634.7,6270,16364.7,45471,6,Jun,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,161,13,32,5152,257.6,4894.4,2093,2801.4,45366,3,Mar,2024
Government,France,Montana,"Government,France,Montana",Low,199,15,19,3781,189.05,3591.95,2985,606.95,45539,9,Sep,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,356,10,38,13528,676.4,12851.6,3560,9291.6,45115,7,Jul,2023
Enterprise,France,Montana,"Enterprise,France,Montana",Low,997,14,28,27916,1395.8,26520.2,13958,12562.2,45211,10,Oct,2023
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,820,17,30,24600,1230,23370,13940,9430,45136,7,Jul,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,155,14,25,3875,193.75,3681.25,2170,1511.25,45075,5,May,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,227,17,18,4086,204.3,3881.7,3859,22.7,45418,5,May,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,956,11,17,16252,812.6,15439.4,10516,4923.4,45438,5,May,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,290,15,17,4930,246.5,4683.5,4350,333.5,45287,12,Dec,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,176,10,17,2992,149.6,2842.4,1760,1082.4,45049,5,May,2023
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,167,13,31,5177,258.85,4918.15,2171,2747.15,45429,5,May,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,46,17,18,828,8.28,819.72,782,37.72,45274,12,Dec,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,222,10,16,3552,177.6,3374.4,2220,1154.4,45718,3,Mar,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,786,10,29,22794,1139.7,21654.3,7860,13794.3,45570,10,Oct,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,833,10,17,14161,708.05,13452.95,8330,5122.95,45180,9,Sep,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,891,19,18,16038,801.9,15236.1,16929,-1692.9,45394,4,Apr,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,709,13,27,19143,957.15,18185.85,9217,8968.85,45487,7,Jul,2024
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,517,11,31,16027,801.35,15225.65,5687,9538.65,45516,8,Aug,2024
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,233,11,16,3728,186.4,3541.6,2563,978.6,45140,8,Aug,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,242,15,34,8228,411.4,7816.6,3630,4186.6,45261,12,Dec,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,368,17,29,10672,533.6,10138.4,6256,3882.4,45714,2,Feb,2025
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,154,14,19,2926,146.3,2779.7,2156,623.7,45166,8,Aug,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,70,17,32,2240,112,2128,1190,938,45702,2,Feb,2025
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,397,17,16,6352,317.6,6034.4,6749,-714.6,45683,1,Jan,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,807,16,33,26631,1331.55,25299.45,12912,12387.45,45738,3,Mar,2025
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,809,14,22,17798,889.9,16908.1,11326,5582.1,45328,2,Feb,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,733,10,23,16859,842.95,16016.05,7330,8686.05,45425,5,May,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,10,15,34,340,3.4,336.6,150,186.6,45249,11,Nov,2023
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,154,20,35,5390,269.5,5120.5,3080,2040.5,45677,1,Jan,2025
Government,USA,Velo,"Government,USA,Velo",Low,416,15,37,15392,769.6,14622.4,6240,8382.4,45135,7,Jul,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,289,17,32,9248,462.4,8785.6,4913,3872.6,45488,7,Jul,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,563,20,28,15764,788.2,14975.8,11260,3715.8,45156,8,Aug,2023
Government,USA,Carretera,"Government,USA,Carretera",Low,239,11,31,7409,370.45,7038.55,2629,4409.55,45478,7,Jul,2024
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,268,15,19,5092,254.6,4837.4,4020,817.4,45729,3,Mar,2025
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,603,15,19,11457,572.85,10884.15,9045,1839.15,45221,10,Oct,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,584,18,35,20440,1022,19418,10512,8906,45609,11,Nov,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,82,15,19,1558,77.9,1480.1,1230,250.1,45054,5,May,2023
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,559,18,38,21242,1062.1,20179.9,10062,10117.9,45495,7,Jul,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,933,11,38,35454,1772.7,33681.3,10263,23418.3,45252,11,Nov,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,281,10,17,4777,238.85,4538.15,2810,1728.15,45288,12,Dec,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,149,15,17,2533,126.65,2406.35,2235,171.35,45419,5,May,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,392,10,32,12544,627.2,11916.8,3920,7996.8,45668,1,Jan,2025
Government,USA,Paseo,"Government,USA,Paseo",Low,904,15,29,26216,1310.8,24905.2,13560,11345.2,45500,7,Jul,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,123,10,29,3567,178.35,3388.65,1230,2158.65,45428,5,May,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,782,14,29,22678,1133.9,21544.1,10948,10596.1,45737,3,Mar,2025
Government,Canada,Paseo,"Government,Canada,Paseo",Low,839,11,38,31882,1594.1,30287.9,9229,21058.9,45140,8,Aug,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,837,15,29,24273,1213.65,23059.35,12555,10504.35,45493,7,Jul,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,357,14,31,11067,553.35,10513.65,4998,5515.65,45085,6,Jun,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,720,15,34,24480,1224,23256,10800,12456,45349,2,Feb,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,954,15,29,27666,1383.3,26282.7,14310,11972.7,45037,4,Apr,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,658,16,20,13160,658,12502,10528,1974,45668,1,Jan,2025
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,724,18,36,26064,1303.2,24760.8,13032,11728.8,45755,4,Apr,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,590,16,33,19470,973.5,18496.5,9440,9056.5,45402,4,Apr,2024
Government,France,Velo,"Government,France,Velo",Low,362,19,33,11946,597.3,11348.7,6878,4470.7,45631,12,Dec,2024
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,286,13,20,5720,286,5434,3718,1716,45532,8,Aug,2024
Government,USA,VTT,"Government,USA,VTT",Low,986,16,29,28594,1429.7,27164.3,15776,11388.3,45116,7,Jul,2023
