Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",None,80,17,37,2960,148,2812,1360,1452,45519,8,Aug,2024
Small Business,Canada,VTT,"Small Business,Canada,VTT",None,217,13,29,6293,314.65,5978.35,2821,3157.35,45320,1,Jan,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",None,627,11,16,10032,501.6,9530.4,6897,2633.4,45246,11,Nov,2023
Midmarket,France,VTT,"Midmarket,France,VTT",None,322,16,32,10304,515.2,9788.8,5152,4636.8,45295,1,Jan,2024
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",None,631,10,16,10096,504.8,9591.2,6310,3281.2,45718,3,Mar,2025
Government,France,VTT,"Government,France,VTT",None,195,17,37,7215,360.75,6854.25,3315,3539.25,45536,9,Sep,2024
Small Business,France,VTT,"Small Business,France,VTT",None,693,15,23,15939,796.95,15142.05,10395,4747.05,45243,11,Nov,2023
Government,Canada,VTT,"Government,Canada,VTT",None,994,18,30,29820,1491,28329,17892,10437,45447,6,Jun,2024
Government,France,Amarilla,"Government,France,Amarilla",None,525,18,26,13650,682.5,12967.5,9450,3517.5,45563,9,Sep,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,362,11,37,13394,669.7,12724.3,3982,8742.3,45287,12,Dec,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",None,147,11,23,3381,169.05,3211.95,1617,1594.95,45494,7,Jul,2024
Government,France,Amarilla,"Government,France,Amarilla",None,621,18,26,16146,807.3,15338.7,11178,4160.7,45384,4,Apr,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",None,477,11,35,16695,834.75,15860.25,5247,10613.25,45177,9,Sep,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",None,742,11,37,27454,1372.7,26081.3,8162,17919.3,45173,9,Sep,2023
Government,USA,Amarilla,"Government,USA,Amarilla",None,559,14,29,16211,810.55,15400.45,7826,7574.45,45648,12,Dec,2024
Midmarket,USA,Amarilla,"Midmarket,USA,Amarilla",None,68,18,33,2244,112.2,2131.8,1224,907.8,45149,8,Aug,2023
Government,France,Paseo,"Government,France,Paseo",Low,391,11,24,9384,469.2,8914.8,4301,4613.8,45409,4,Apr,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,994,17,24,23856,1192.8,22663.2,16898,5765.2,45128,7,Jul,2023
Government,France,Paseo,"Government,France,Paseo",Low,163,11,24,3912,195.6,3716.4,1793,1923.4,45037,4,Apr,2023
Government,France,Velo,"Government,France,Velo",Low,376,17,20,7520,376,7144,6392,752,45757,4,Apr,2025
Government,Canada,VTT,"Government,Canada,VTT",Low,983,18,30,29490,1474.5,28015.5,17694,10321.5,45235,11,Nov,2023
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,508,16,32,16256,812.8,15443.2,8128,7315.2,45317,1,Jan,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,202,19,16,3232,161.6,3070.4,3838,-767.6,45221,10,Oct,2023
Government,USA,Carretera,"Government,USA,Carretera",Low,43,13,30,1290,64.5,1225.5,559,666.5,45350,2,Feb,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,286,19,30,8580,429,8151,5434,2717,45660,1,Jan,2025
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,441,10,16,7056,352.8,6703.2,4410,2293.2,45255,11,Nov,2023
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,482,17,36,17352,867.6,16484.4,8194,8290.4,45470,6,Jun,2024
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,652,13,36,23472,1173.6,22298.4,8476,13822.4,45740,3,Mar,2025
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,296,16,34,10064,503.2,9560.8,4736,4824.8,45737,3,Mar,2025
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,296,19,16,4736,236.8,4499.2,5624,-1124.8,45687,1,Jan,2025
Government,France,Carretera,"Government,France,Carretera",Low,910,16,29,26390,1319.5,25070.5,14560,10510.5,45062,5,May,2023
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,412,20,19,7828,391.4,7436.6,8240,-803.4,45344,2,Feb,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,510,18,19,9690,484.5,9205.5,9180,25.5,45087,6,Jun,2023
Government,France,Montana,"Government,France,Montana",Low,122,19,37,4514,225.7,4288.3,2318,1970.3,45032,4,Apr,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,182,15,17,3094,154.7,2939.3,2730,209.3,45321,1,Jan,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,738,18,19,14022,701.1,13320.9,13284,36.9,45576,10,Oct,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,308,10,33,10164,508.2,9655.8,3080,6575.8,45439,5,May,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,594,12,20,11880,594,11286,7128,4158,45561,9,Sep,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,137,12,34,4658,232.9,4425.1,1644,2781.1,45269,12,Dec,2023
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,889,20,16,14224,711.2,13512.8,17780,-4267.2,45384,4,Apr,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,681,19,32,21792,1089.6,20702.4,12939,7763.4,45516,8,Aug,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,856,10,16,13696,684.8,13011.2,8560,4451.2,45562,9,Sep,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,640,12,22,14080,704,13376,7680,5696,45138,7,Jul,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,77,11,29,2233,111.65,2121.35,847,1274.35,45041,4,Apr,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,714,16,19,13566,678.3,12887.7,11424,1463.7,45396,4,Apr,2024
Government,France,Paseo,"Government,France,Paseo",Low,504,11,24,12096,604.8,11491.2,5544,5947.2,45529,8,Aug,2024
Government,France,Velo,"Government,France,Velo",Low,983,17,20,19660,983,18677,16711,1966,45609,11,Nov,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,274,13,33,9042,452.1,8589.9,3562,5027.9,45417,5,May,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,49,17,37,1813,90.65,1722.35,833,889.35,45704,2,Feb,2025
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,487,14,37,18019,900.95,17118.05,6818,10300.05,45064,5,May,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,276,19,24,6624,331.2,6292.8,5244,1048.8,45245,11,Nov,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,941,18,21,19761,988.05,18772.95,16938,1834.95,45247,11,Nov,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,132,18,30,3960,198,3762,2376,1386,45145,8,Aug,2023
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,926,12,38,35188,1759.4,33428.6,11112,22316.6,45507,8,Aug,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,838,11,28,23464,1173.2,22290.8,9218,13072.8,45396,4,Apr,2024
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,405,19,17,6885,344.25,6540.75,7695,-1154.25,45538,9,Sep,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,612,11,24,14688,734.4,13953.6,6732,7221.6,45470,6,Jun,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,782,18,21,16422,821.1,15600.9,14076,1524.9,45401,4,Apr,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,840,11,28,23520,1176,22344,9240,13104,45716,2,Feb,2025
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,203,11,37,7511,375.55,7135.45,2233,4902.45,45718,3,Mar,2025
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,465,12,29,13485,674.25,12810.75,5580,7230.75,45072,5,May,2023
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,175,19,34,5950,297.5,5652.5,3325,2327.5,45312,1,Jan,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,273,19,30,8190,409.5,7780.5,5187,2593.5,45550,9,Sep,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,166,15,20,3320,166,3154,2490,664,45553,9,Sep,2024
Government,France,Carretera,"Government,France,Carretera",Low,667,16,29,19343,967.15,18375.85,10672,7703.85,45129,7,Jul,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,449,11,37,16613,830.65,15782.35,4939,10843.35,45523,8,Aug,2024
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,725,17,19,13775,688.75,13086.25,12325,761.25,45512,8,Aug,2024
Government,USA,Montana,"Government,USA,Montana",Low,120,18,27,3240,162,3078,2160,918,45319,1,Jan,2024
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,251,19,29,7279,363.95,6915.05,4769,2146.05,45652,12,Dec,2024
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,637,16,17,10829,541.45,10287.55,10192,95.55,45027,4,Apr,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,623,20,33,20559,1027.95,19531.05,12460,7071.05,45580,10,Oct,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,547,10,28,15316,765.8,14550.2,5470,9080.2,45158,8,Aug,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,692,14,38,26296,1314.8,24981.2,9688,15293.2,45544,9,Sep,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,795,10,29,23055,1152.75,21902.25,7950,13952.25,45369,3,Mar,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,231,10,16,3696,184.8,3511.2,2310,1201.2,45472,6,Jun,2024
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,74,11,37,2738,136.9,2601.1,814,1787.1,45453,6,Jun,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,546,19,29,15834,791.7,15042.3,10374,4668.3,45485,7,Jul,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,802,10,16,12832,641.6,12190.4,8020,4170.4,45169,8,Aug,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,687,16,38,26106,1305.3,24800.7,10992,13808.7,45291,12,Dec,2023
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,773,13,33,25509,1275.45,24233.55,10049,14184.55,45652,12,Dec,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,844,11,35,29540,1477,28063,9284,18779,45392,4,Apr,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,646,14,36,23256,1162.8,22093.2,9044,13049.2,45346,2,Feb,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,238,12,20,4760,238,4522,2856,1666,45171,9,Sep,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,853,12,34,29002,1450.1,27551.9,10236,17315.9,45211,10,Oct,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,361,16,38,13718,685.9,13032.1,5776,7256.1,45272,12,Dec,2023
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,700,18,16,11200,560,10640,12600,-1960,45577,10,Oct,2024
Government,USA,Velo,"Government,USA,Velo",Low,685,13,18,12330,616.5,11713.5,8905,2808.5,45546,9,Sep,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,507,15,28,14196,709.8,13486.2,7605,5881.2,45186,9,Sep,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,333,15,28,9324,466.2,8857.8,4995,3862.8,45436,5,May,2024
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,735,12,27,19845,992.25,18852.75,8820,10032.75,45277,12,Dec,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,67,10,17,1139,56.95,1082.05,670,412.05,45615,11,Nov,2024
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,392,10,17,6664,333.2,6330.8,3920,2410.8,45266,12,Dec,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,112,13,33,3696,184.8,3511.2,1456,2055.2,45568,10,Oct,2024
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,961,19,27,25947,1297.35,24649.65,18259,6390.65,45372,3,Mar,2024
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,241,11,24,5784,289.2,5494.8,2651,2843.8,45129,7,Jul,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,181,19,17,3077,153.85,2923.15,3439,-515.85,45274,12,Dec,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,794,18,21,16674,833.7,15840.3,14292,1548.3,45390,4,Apr,2024
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,198,19,31,6138,306.9,5831.1,3762,2069.1,45694,2,Feb,2025
Government,USA,VTT,"Government,USA,VTT",Low,692,13,36,24912,1245.6,23666.4,8996,14670.4,45344,2,Feb,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,827,18,21,17367,868.35,16498.65,14886,1612.65,45269,12,Dec,2023
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,545,14,22,11990,599.5,11390.5,7630,3760.5,45264,12,Dec,2023
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,414,11,32,13248,662.4,12585.6,4554,8031.6,45265,12,Dec,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,474,11,23,10902,545.1,10356.9,5214,5142.9,45420,5,May,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,892,11,35,31220,1561,29659,9812,19847,45380,3,Mar,2024
Government,USA,Amarilla,"Government,USA,Amarilla",Low,106,14,29,3074,153.7,2920.3,1484,1436.3,45234,11,Nov,2023
Government,France,Amarilla,"Government,France,Amarilla",Low,608,18,26,15808,790.4,15017.6,10944,4073.6,45354,3,Mar,2024
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,608,14,23,13984,699.2,13284.8,8512,4772.8,45469,6,Jun,2024
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,203,10,20,4060,203,3857,2030,1827,45230,10,Oct,2023
Government,Germany,Carretera,"Government,Germany,Carretera",Low,621,14,16,9936,496.8,9439.2,8694,745.2,45278,12,Dec,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,690,15,20,13800,690,13110,10350,2760,45712,2,Feb,2025
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,401,16,32,12832,641.6,12190.4,6416,5774.4,45706,2,Feb,2025
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,283,19,30,8490,424.5,8065.5,5377,2688.5,45661,1,Jan,2025
Government,Germany,Montana,"Government,Germany,Montana",Low,853,14,36,30708,1535.4,29172.6,11942,17230.6,45382,3,Mar,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,770,16,25,19250,962.5,18287.5,12320,5967.5,45154,8,Aug,2023
Government,France,Montana,"Government,France,Montana",Low,939,19,37,34743,1737.15,33005.85,17841,15164.85,45563,9,Sep,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,310,14,36,11160,558,10602,4340,6262,45529,8,Aug,2024
Enterprise,France,Montana,"Enterprise,France,Montana",Low,136,13,34,4624,231.2,4392.8,1768,2624.8,45703,2,Feb,2025
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,323,20,22,7106,355.3,6750.7,6460,290.7,45642,12,Dec,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,170,10,28,4760,238,4522,1700,2822,45694,2,Feb,2025
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,743,14,36,26748,1337.4,25410.6,10402,15008.6,45571,10,Oct,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,38,16,38,1444,72.2,1371.8,608,763.8,45390,4,Apr,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,708,14,38,26904,1345.2,25558.8,9912,15646.8,45424,5,May,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,580,19,29,16820,841,15979,11020,4959,45618,11,Nov,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,669,10,29,19401,970.05,18430.95,6690,11740.95,45594,10,Oct,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,236,14,36,8496,424.8,8071.2,3304,4767.2,45054,5,May,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,887,12,22,19514,975.7,18538.3,10644,7894.3,45309,1,Jan,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,157,19,32,5024,251.2,4772.8,2983,1789.8,45071,5,May,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,482,19,29,13978,698.9,13279.1,9158,4121.1,45087,6,Jun,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,984,17,37,36408,1820.4,34587.6,16728,17859.6,45464,6,Jun,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,817,15,29,23693,1184.65,22508.35,12255,10253.35,45743,3,Mar,2025
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,640,11,36,23040,1152,21888,7040,14848,45392,4,Apr,2024
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,237,13,32,7584,379.2,7204.8,3081,4123.8,45191,9,Sep,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,732,13,29,21228,1061.4,20166.6,9516,10650.6,45588,10,Oct,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,876,18,21,18396,919.8,17476.2,15768,1708.2,45167,8,Aug,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,780,10,16,12480,624,11856,7800,4056,45122,7,Jul,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,96,11,37,3552,177.6,3374.4,1056,2318.4,45175,9,Sep,2023
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,206,16,29,5974,298.7,5675.3,3296,2379.3,45188,9,Sep,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,881,19,24,21144,1057.2,20086.8,16739,3347.8,45305,1,Jan,2024
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,476,11,16,7616,380.8,7235.2,5236,1999.2,45708,2,Feb,2025
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,393,20,19,7467,373.35,7093.65,7860,-766.35,45427,5,May,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,736,14,25,18400,920,17480,10304,7176,45431,5,May,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,854,17,24,20496,1024.8,19471.2,14518,4953.2,45467,6,Jun,2024
Government,USA,Velo,"Government,USA,Velo",Low,388,13,18,6984,349.2,6634.8,5044,1590.8,45336,2,Feb,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,360,11,37,13320,666,12654,3960,8694,45190,9,Sep,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,255,15,20,5100,255,4845,3825,1020,45528,8,Aug,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,162,13,30,4860,243,4617,2106,2511,45293,1,Jan,2024
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,329,10,35,11515,575.75,10939.25,3290,7649.25,45272,12,Dec,2023
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,431,18,38,16378,818.9,15559.1,7758,7801.1,45590,10,Oct,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,414,15,17,7038,351.9,6686.1,6210,476.1,45304,1,Jan,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,357,18,38,13566,678.3,12887.7,6426,6461.7,45547,9,Sep,2024
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,173,16,17,2941,147.05,2793.95,2768,25.95,45033,4,Apr,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,53,11,35,1855,92.75,1762.25,583,1179.25,45054,5,May,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,163,19,29,4727,236.35,4490.65,3097,1393.65,45218,10,Oct,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,40,14,38,1520,76,1444,560,884,45198,9,Sep,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,32,16,19,608,6.08,601.92,512,89.92,45405,4,Apr,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,877,12,34,29818,1490.9,28327.1,10524,17803.1,45426,5,May,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,285,19,32,9120,456,8664,5415,3249,45234,11,Nov,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,342,20,33,11286,564.3,10721.7,6840,3881.7,45527,8,Aug,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,706,11,35,24710,1235.5,23474.5,7766,15708.5,45122,7,Jul,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,826,12,34,28084,1404.2,26679.8,9912,16767.8,45714,2,Feb,2025
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,842,12,20,16840,842,15998,10104,5894,45755,4,Apr,2025
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,615,14,25,15375,768.75,14606.25,8610,5996.25,45385,4,Apr,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,463,12,34,15742,787.1,14954.9,5556,9398.9,45297,1,Jan,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,143,10,16,2288,114.4,2173.6,1430,743.6,45298,1,Jan,2024
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,903,17,36,32508,1625.4,30882.6,15351,15531.6,45300,1,Jan,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,423,19,24,10152,507.6,9644.4,8037,1607.4,45251,11,Nov,2023
Government,France,Velo,"Government,France,Velo",Low,227,17,20,4540,227,4313,3859,454,45704,2,Feb,2025
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,916,18,18,16488,824.4,15663.6,16488,-824.4,45272,12,Dec,2023
Government,USA,VTT,"Government,USA,VTT",Low,886,13,36,31896,1594.8,30301.2,11518,18783.2,45529,8,Aug,2024
