Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,France,Paseo,"Government,France,Paseo",Low,316,18,20,6320,316,6004,5688,316,45434,5,May,2024
Government,France,Velo,"Government,France,Velo",Low,807,15,31,25017,1250.85,23766.15,12105,11661.15,45085,6,Jun,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,886,15,19,16834,841.7,15992.3,13290,2702.3,45450,6,Jun,2024
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,326,17,34,11084,554.2,10529.8,5542,4987.8,45614,11,Nov,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,631,11,23,14513,725.65,13787.35,6941,6846.35,45498,7,Jul,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,810,10,16,12960,648,12312,8100,4212,45093,6,Jun,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,608,14,38,23104,1155.2,21948.8,8512,13436.8,45329,2,Feb,2024
Enterprise,USA,Carretera,"Enterprise,USA,Carretera",Low,31,20,18,558,5.58,552.42,620,-67.58,45151,8,Aug,2023
Channel Partners,France,Carretera,"Channel Partners,France,Carretera",Low,512,14,34,17408,870.4,16537.6,7168,9369.6,45637,12,Dec,2024
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,81,15,19,1539,76.95,1462.05,1215,247.05,45466,6,Jun,2024
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,996,11,38,37848,1892.4,35955.6,10956,24999.6,45303,1,Jan,2024
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,574,11,23,13202,660.1,12541.9,6314,6227.9,45542,9,Sep,2024
Government,France,Carretera,"Government,France,Carretera",Low,710,11,38,26980,1349,25631,7810,17821,45175,9,Sep,2023
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,485,14,35,16975,848.75,16126.25,6790,9336.25,45257,11,Nov,2023
Small Business,USA,Montana,"Small Business,USA,Montana",Low,144,16,24,3456,172.8,3283.2,2304,979.2,45705,2,Feb,2025
Government,France,Montana,"Government,France,Montana",Low,348,16,36,12528,626.4,11901.6,5568,6333.6,45059,5,May,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,985,15,37,36445,1822.25,34622.75,14775,19847.75,45724,3,Mar,2025
Small Business,USA,Montana,"Small Business,USA,Montana",Low,645,16,24,15480,774,14706,10320,4386,45423,5,May,2024
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,951,14,34,32334,1616.7,30717.3,13314,17403.3,45252,11,Nov,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,569,18,23,13087,654.35,12432.65,10242,2190.65,45504,7,Jul,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,222,18,20,4440,222,4218,3996,222,45552,9,Sep,2024
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,819,15,38,31122,1556.1,29565.9,12285,17280.9,45128,7,Jul,2023
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,301,20,24,7224,361.2,6862.8,6020,842.8,45330,2,Feb,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,954,13,26,24804,1240.2,23563.8,12402,11161.8,45158,8,Aug,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,873,13,18,15714,785.7,14928.3,11349,3579.3,45107,6,Jun,2023
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,291,13,29,8439,421.95,8017.05,3783,4234.05,45438,5,May,2024
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,669,11,34,22746,1137.3,21608.7,7359,14249.7,45459,6,Jun,2024
Government,France,Paseo,"Government,France,Paseo",Low,296,18,20,5920,296,5624,5328,296,45104,6,Jun,2023
Government,France,Velo,"Government,France,Velo",Low,309,15,31,9579,478.95,9100.05,4635,4465.05,45082,6,Jun,2023
Government,Mexico,Velo,"Government,Mexico,Velo",Low,946,17,31,29326,1466.3,27859.7,16082,11777.7,45287,12,Dec,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,99,13,26,2574,128.7,2445.3,1287,1158.3,45724,3,Mar,2025
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,602,10,17,10234,511.7,9722.3,6020,3702.3,45238,11,Nov,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,391,17,26,10166,508.3,9657.7,6647,3010.7,45714,2,Feb,2025
Government,Germany,VTT,"Government,Germany,VTT",Low,48,19,25,1200,60,1140,912,228,45084,6,Jun,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,985,15,19,18715,935.75,17779.25,14775,3004.25,45568,10,Oct,2024
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,358,15,26,9308,465.4,8842.6,5370,3472.6,45469,6,Jun,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,338,14,26,8788,439.4,8348.6,4732,3616.6,45195,9,Sep,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,303,19,32,9696,484.8,9211.2,5757,3454.2,45163,8,Aug,2023
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,385,20,17,6545,327.25,6217.75,7700,-1482.25,45355,3,Mar,2024
Government,Mexico,VTT,"Government,Mexico,VTT",Low,834,19,33,27522,1376.1,26145.9,15846,10299.9,45249,11,Nov,2023
Enterprise,France,VTT,"Enterprise,France,VTT",Low,973,14,26,25298,1264.9,24033.1,13622,10411.1,45522,8,Aug,2024
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,602,11,36,21672,1083.6,20588.4,6622,13966.4,45730,3,Mar,2025
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,976,16,25,24400,1220,23180,15616,7564,45428,5,May,2024
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,136,13,26,3536,176.8,3359.2,1768,1591.2,45330,2,Feb,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,253,14,38,9614,480.7,9133.3,3542,5591.3,45736,3,Mar,2025
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,773,10,38,29374,1468.7,27905.3,7730,20175.3,45183,9,Sep,2023
Government,France,Carretera,"Government,France,Carretera",Low,281,11,38,10678,533.9,10144.1,3091,7053.1,45445,6,Jun,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,350,17,32,11200,560,10640,5950,4690,45630,12,Dec,2024
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,738,17,23,16974,848.7,16125.3,12546,3579.3,45242,11,Nov,2023
Government,USA,Montana,"Government,USA,Montana",Low,634,10,26,16484,824.2,15659.8,6340,9319.8,45146,8,Aug,2023
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,572,10,22,12584,629.2,11954.8,5720,6234.8,45702,2,Feb,2025
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,301,15,36,10836,541.8,10294.2,4515,5779.2,45391,4,Apr,2024
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,29,18,33,957,9.57,947.43,522,425.43,45250,11,Nov,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,325,19,29,9425,471.25,8953.75,6175,2778.75,45210,10,Oct,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,297,17,26,7722,386.1,7335.9,5049,2286.9,45497,7,Jul,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,300,16,22,6600,330,6270,4800,1470,45125,7,Jul,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,863,13,26,22438,1121.9,21316.1,11219,10097.1,45200,10,Oct,2023
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,758,10,34,25772,1288.6,24483.4,7580,16903.4,45628,12,Dec,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,508,14,17,8636,431.8,8204.2,7112,1092.2,45580,10,Oct,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,457,13,26,11882,594.1,11287.9,5941,5346.9,45217,10,Oct,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,563,12,38,21394,1069.7,20324.3,6756,13568.3,45504,7,Jul,2024
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,957,12,27,25839,1291.95,24547.05,11484,13063.05,45380,3,Mar,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,747,13,20,14940,747,14193,9711,4482,45707,2,Feb,2025
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,196,11,37,7252,362.6,6889.4,2156,4733.4,45664,1,Jan,2025
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,948,18,23,21804,1090.2,20713.8,17064,3649.8,45696,2,Feb,2025
Government,USA,Paseo,"Government,USA,Paseo",Low,995,18,20,19900,995,18905,17910,995,45250,11,Nov,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,899,12,38,34162,1708.1,32453.9,10788,21665.9,45513,8,Aug,2024
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,309,20,32,9888,494.4,9393.6,6180,3213.6,45681,1,Jan,2025
Government,USA,Velo,"Government,USA,Velo",Low,679,13,22,14938,746.9,14191.1,8827,5364.1,45225,10,Oct,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,208,15,37,7696,384.8,7311.2,3120,4191.2,45608,11,Nov,2024
Government,Germany,Velo,"Government,Germany,Velo",Low,851,15,37,31487,1574.35,29912.65,12765,17147.65,45189,9,Sep,2023
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,356,17,16,5696,284.8,5411.2,6052,-640.8,45324,2,Feb,2024
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,536,16,25,13400,670,12730,8576,4154,45050,5,May,2023
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,843,11,36,30348,1517.4,28830.6,9273,19557.6,45749,4,Apr,2025
Government,Mexico,Velo,"Government,Mexico,Velo",Low,660,17,31,20460,1023,19437,11220,8217,45308,1,Jan,2024
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,81,18,23,1863,93.15,1769.85,1458,311.85,45534,8,Aug,2024
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,690,16,33,22770,1138.5,21631.5,11040,10591.5,45728,3,Mar,2025
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,312,19,32,9984,499.2,9484.8,5928,3556.8,45494,7,Jul,2024
Government,Germany,VTT,"Government,Germany,VTT",Low,144,19,25,3600,180,3420,2736,684,45089,6,Jun,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,230,12,19,4370,218.5,4151.5,2760,1391.5,45403,4,Apr,2024
Government,USA,VTT,"Government,USA,VTT",Low,194,16,33,6402,320.1,6081.9,3104,2977.9,45254,11,Nov,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,27,19,33,891,8.91,882.09,513,369.09,45528,8,Aug,2024
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,840,14,35,29400,1470,27930,11760,16170,45109,7,Jul,2023
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,850,10,36,30600,1530,29070,8500,20570,45592,10,Oct,2024
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,538,14,32,17216,860.8,16355.2,7532,8823.2,45600,11,Nov,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,419,14,21,8799,439.95,8359.05,5866,2493.05,45171,9,Sep,2023
Government,USA,Amarilla,"Government,USA,Amarilla",Low,390,15,28,10920,546,10374,5850,4524,45687,1,Jan,2025
Government,France,Amarilla,"Government,France,Amarilla",Low,617,14,26,16042,802.1,15239.9,8638,6601.9,45121,7,Jul,2023
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,128,18,36,4608,230.4,4377.6,2304,2073.6,45087,6,Jun,2023
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,178,18,31,5518,275.9,5242.1,3204,2038.1,45367,3,Mar,2024
Government,Germany,Carretera,"Government,Germany,Carretera",Low,914,18,27,24678,1233.9,23444.1,16452,6992.1,45109,7,Jul,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,552,10,38,20976,1048.8,19927.2,5520,14407.2,45369,3,Mar,2024
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,751,17,34,25534,1276.7,24257.3,12767,11490.3,45650,12,Dec,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,778,14,38,29564,1478.2,28085.8,10892,17193.8,45435,5,May,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,96,15,18,1728,86.4,1641.6,1440,201.6,45102,6,Jun,2023
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,984,18,35,34440,1722,32718,17712,15006,45083,6,Jun,2023
Government,France,Montana,"Government,France,Montana",Low,126,16,36,4536,226.8,4309.2,2016,2293.2,45643,12,Dec,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,895,15,18,16110,805.5,15304.5,13425,1879.5,45143,8,Aug,2023
Enterprise,France,Montana,"Enterprise,France,Montana",Low,881,17,19,16739,836.95,15902.05,14977,925.05,45748,4,Apr,2025
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,607,12,29,17603,880.15,16722.85,7284,9438.85,45518,8,Aug,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,380,19,29,11020,551,10469,7220,3249,45059,5,May,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,975,11,37,36075,1803.75,34271.25,10725,23546.25,45113,7,Jul,2023
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,107,12,38,4066,203.3,3862.7,1284,2578.7,45165,8,Aug,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,196,17,26,5096,254.8,4841.2,3332,1509.2,45726,3,Mar,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,28,14,17,476,4.76,471.24,392,79.24,45340,2,Feb,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,253,16,22,5566,278.3,5287.7,4048,1239.7,45226,10,Oct,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,289,11,37,10693,534.65,10158.35,3179,6979.35,45029,4,Apr,2023
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,398,13,18,7164,358.2,6805.8,5174,1631.8,45678,1,Jan,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,99,20,24,2376,118.8,2257.2,1980,277.2,45200,10,Oct,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,55,14,17,935,9.35,925.65,770,155.65,45388,4,Apr,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,950,13,26,24700,1235,23465,12350,11115,45573,10,Oct,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,286,20,38,10868,543.4,10324.6,5720,4604.6,45162,8,Aug,2023
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,26,19,29,754,7.54,746.46,494,252.46,45351,2,Feb,2024
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,602,17,25,15050,752.5,14297.5,10234,4063.5,45143,8,Aug,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,640,15,34,21760,1088,20672,9600,11072,45090,6,Jun,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,99,19,33,3267,163.35,3103.65,1881,1222.65,45635,12,Dec,2024
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,310,18,18,5580,279,5301,5580,-279,45343,2,Feb,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,496,17,32,15872,793.6,15078.4,8432,6646.4,45047,5,May,2023
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,926,10,28,25928,1296.4,24631.6,9260,15371.6,45531,8,Aug,2024
Government,Canada,Velo,"Government,Canada,Velo",Low,983,17,26,25558,1277.9,24280.1,16711,7569.1,45259,11,Nov,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,211,11,29,6119,305.95,5813.05,2321,3492.05,45089,6,Jun,2023
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,214,14,35,7490,374.5,7115.5,2996,4119.5,45232,11,Nov,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,757,18,27,20439,1021.95,19417.05,13626,5791.05,45210,10,Oct,2023
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,255,12,37,9435,471.75,8963.25,3060,5903.25,45141,8,Aug,2023
Government,USA,Velo,"Government,USA,Velo",Low,577,13,22,12694,634.7,12059.3,7501,4558.3,45324,2,Feb,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,802,17,32,25664,1283.2,24380.8,13634,10746.8,45246,11,Nov,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,914,10,38,34732,1736.6,32995.4,9140,23855.4,45300,1,Jan,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,668,10,16,10688,534.4,10153.6,6680,3473.6,45244,11,Nov,2023
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,504,10,21,10584,529.2,10054.8,5040,5014.8,45643,12,Dec,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,721,19,17,12257,612.85,11644.15,13699,-2054.85,45271,12,Dec,2023
Government,Canada,Montana,"Government,Canada,Montana",Low,682,15,37,25234,1261.7,23972.3,10230,13742.3,45049,5,May,2023
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,98,19,17,1666,83.3,1582.7,1862,-279.3,45687,1,Jan,2025
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,403,15,36,14508,725.4,13782.6,6045,7737.6,45031,4,Apr,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,430,13,20,8600,430,8170,5590,2580,45686,1,Jan,2025
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,313,14,17,5321,266.05,5054.95,4382,672.95,45305,1,Jan,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,586,17,26,15236,761.8,14474.2,9962,4512.2,45149,8,Aug,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,324,11,34,11016,550.8,10465.2,3564,6901.2,45300,1,Jan,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,475,18,20,9500,475,9025,8550,475,45274,12,Dec,2023
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,224,20,24,5376,268.8,5107.2,4480,627.2,45177,9,Sep,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,822,18,33,27126,1356.3,25769.7,14796,10973.7,45390,4,Apr,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,217,13,20,4340,217,4123,2821,1302,45537,9,Sep,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,399,18,20,7980,399,7581,7182,399,45362,3,Mar,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,679,18,23,15617,780.85,14836.15,12222,2614.15,45121,7,Jul,2023
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,59,18,27,1593,79.65,1513.35,1062,451.35,45233,11,Nov,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,904,18,20,18080,904,17176,16272,904,45352,3,Mar,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,196,13,26,5096,254.8,4841.2,2548,2293.2,45212,10,Oct,2023
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,423,12,27,11421,571.05,10849.95,5076,5773.95,45668,1,Jan,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,168,17,26,4368,218.4,4149.6,2856,1293.6,45296,1,Jan,2024
Government,France,Velo,"Government,France,Velo",Low,69,15,31,2139,106.95,2032.05,1035,997.05,45066,5,May,2023
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,419,10,29,12151,607.55,11543.45,4190,7353.45,45655,12,Dec,2024
Government,USA,VTT,"Government,USA,VTT",Low,483,16,33,15939,796.95,15142.05,7728,7414.05,45609,11,Nov,2024
