Segment,Country,Product,ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,Germany,Carretera,"Channel Partners,Germany,Carretera",Low,693,17,33,22869,1143.45,21725.55,11781,9944.55,45274,12,Dec,2023
Small Business,Mexico,Carretera,"Small Business,Mexico,Carretera",Low,425,15,23,9775,488.75,9286.25,6375,2911.25,45207,10,Oct,2023
Government,Mexico,Carretera,"Government,Mexico,Carretera",Low,50,17,19,950,9.5,940.5,850,90.5,45475,7,Jul,2024
Government,France,Carretera,"Government,France,Carretera",Low,397,11,25,9925,496.25,9428.75,4367,5061.75,45686,1,Jan,2025
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,331,17,17,5627,281.35,5345.65,5627,-281.35,45689,2,Feb,2025
Small Business,USA,Montana,"Small Business,USA,Montana",Low,303,16,31,9393,469.65,8923.35,4848,4075.35,45390,4,Apr,2024
Government,France,Montana,"Government,France,Montana",Low,692,15,23,15916,795.8,15120.2,10380,4740.2,45403,4,Apr,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,674,20,19,12806,640.3,12165.7,13480,-1314.3,45518,8,Aug,2024
Small Business,USA,Montana,"Small Business,USA,Montana",Low,533,16,31,16523,826.15,15696.85,8528,7168.85,45748,4,Apr,2025
Enterprise,USA,Montana,"Enterprise,USA,Montana",Low,732,17,36,26352,1317.6,25034.4,12444,12590.4,45231,11,Nov,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,211,11,37,7807,390.35,7416.65,2321,5095.65,45122,7,Jul,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,589,20,25,14725,736.25,13988.75,11780,2208.75,45595,10,Oct,2024
Enterprise,USA,Paseo,"Enterprise,USA,Paseo",Low,169,15,26,4394,219.7,4174.3,2535,1639.3,45348,2,Feb,2024
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,303,19,26,7878,393.9,7484.1,5757,1727.1,45419,5,May,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,776,15,29,22504,1125.2,21378.8,11640,9738.8,45692,2,Feb,2025
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,561,13,31,17391,869.55,16521.45,7293,9228.45,45729,3,Mar,2025
Channel Partners,Germany,Paseo,"Channel Partners,Germany,Paseo",Low,890,18,17,15130,756.5,14373.5,16020,-1646.5,45188,9,Sep,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,439,16,23,10097,504.85,9592.15,7024,2568.15,45308,1,Jan,2024
Government,France,Paseo,"Government,France,Paseo",Low,331,20,31,10261,513.05,9747.95,6620,3127.95,45036,4,Apr,2023
Government,France,Velo,"Government,France,Velo",Low,216,12,36,7776,388.8,7387.2,2592,4795.2,45537,9,Sep,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,952,17,21,19992,999.6,18992.4,16184,2808.4,45216,10,Oct,2023
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,405,19,32,12960,648,12312,7695,4617,45352,3,Mar,2024
Enterprise,USA,Velo,"Enterprise,USA,Velo",Low,164,10,38,6232,311.6,5920.4,1640,4280.4,45259,11,Nov,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,780,11,28,21840,1092,20748,8580,12168,45081,6,Jun,2023
Government,Germany,VTT,"Government,Germany,VTT",Low,995,15,28,27860,1393,26467,14925,11542,45220,10,Oct,2023
Government,Canada,VTT,"Government,Canada,VTT",Low,77,12,25,1925,96.25,1828.75,924,904.75,45188,9,Sep,2023
Enterprise,USA,VTT,"Enterprise,USA,VTT",Low,916,16,16,14656,732.8,13923.2,14656,-732.8,45603,11,Nov,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,652,18,22,14344,717.2,13626.8,11736,1890.8,45413,5,May,2024
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,696,18,20,13920,696,13224,12528,696,45643,12,Dec,2024
Small Business,Mexico,VTT,"Small Business,Mexico,VTT",Low,198,11,35,6930,346.5,6583.5,2178,4405.5,45069,5,May,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,433,11,30,12990,649.5,12340.5,4763,7577.5,45447,6,Jun,2024
Enterprise,France,VTT,"Enterprise,France,VTT",Low,620,18,22,13640,682,12958,11160,1798,45208,10,Oct,2023
Channel Partners,USA,Amarilla,"Channel Partners,USA,Amarilla",Low,949,18,16,15184,759.2,14424.8,17082,-2657.2,45137,7,Jul,2023
Midmarket,France,Amarilla,"Midmarket,France,Amarilla",Low,168,20,24,4032,201.6,3830.4,3360,470.4,45381,3,Mar,2024
Enterprise,Canada,Carretera,"Enterprise,Canada,Carretera",Low,80,19,22,1760,88,1672,1520,152,45559,9,Sep,2024
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,510,12,22,11220,561,10659,6120,4539,45465,6,Jun,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,43,17,21,903,9.03,893.97,731,162.97,45067,5,May,2023
Government,France,Carretera,"Government,France,Carretera",Low,860,11,25,21500,1075,20425,9460,10965,45732,3,Mar,2025
Government,Canada,Carretera,"Government,Canada,Carretera",Low,517,16,38,19646,982.3,18663.7,8272,10391.7,45124,7,Jul,2023
Channel Partners,USA,Montana,"Channel Partners,USA,Montana",Low,830,11,30,24900,1245,23655,9130,14525,45631,12,Dec,2024
Government,USA,Montana,"Government,USA,Montana",Low,963,19,35,33705,1685.25,32019.75,18297,13722.75,45072,5,May,2023
Channel Partners,Mexico,Montana,"Channel Partners,Mexico,Montana",Low,226,13,22,4972,248.6,4723.4,2938,1785.4,45662,1,Jan,2025
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,165,12,29,4785,239.25,4545.75,1980,2565.75,45250,11,Nov,2023
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,638,20,22,14036,701.8,13334.2,12760,574.2,45027,4,Apr,2023
Small Business,France,Paseo,"Small Business,France,Paseo",Low,441,16,16,7056,352.8,6703.2,7056,-352.8,45458,6,Jun,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,970,17,20,19400,970,18430,16490,1940,45314,1,Jan,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,11,17,33,363,3.63,359.37,187,172.37,45438,5,May,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,951,15,29,27579,1378.95,26200.05,14265,11935.05,45383,4,Apr,2024
Channel Partners,Canada,Paseo,"Channel Partners,Canada,Paseo",Low,353,13,34,12002,600.1,11401.9,4589,6812.9,45298,1,Jan,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,715,12,34,24310,1215.5,23094.5,8580,14514.5,45620,11,Nov,2024
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,370,15,29,10730,536.5,10193.5,5550,4643.5,45343,2,Feb,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,504,19,33,16632,831.6,15800.4,9576,6224.4,45492,7,Jul,2024
Small Business,Canada,Paseo,"Small Business,Canada,Paseo",Low,296,10,26,7696,384.8,7311.2,2960,4351.2,45056,5,May,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,725,15,25,18125,906.25,17218.75,10875,6343.75,45344,2,Feb,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,121,18,18,2178,108.9,2069.1,2178,-108.9,45196,9,Sep,2023
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,828,11,37,30636,1531.8,29104.2,9108,19996.2,45654,12,Dec,2024
Government,USA,Paseo,"Government,USA,Paseo",Low,576,20,25,14400,720,13680,11520,2160,45420,5,May,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,394,19,33,13002,650.1,12351.9,7486,4865.9,45045,4,Apr,2023
Channel Partners,Mexico,Paseo,"Channel Partners,Mexico,Paseo",Low,611,10,22,13442,672.1,12769.9,6110,6659.9,45712,2,Feb,2025
Government,USA,Velo,"Government,USA,Velo",Low,177,11,26,4602,230.1,4371.9,1947,2424.9,45731,3,Mar,2025
Government,Germany,Velo,"Government,Germany,Velo",Low,571,11,28,15988,799.4,15188.6,6281,8907.6,45253,11,Nov,2023
Government,Germany,Velo,"Government,Germany,Velo",Low,463,11,28,12964,648.2,12315.8,5093,7222.8,45062,5,May,2023
Enterprise,Germany,Velo,"Enterprise,Germany,Velo",Low,125,13,20,2500,125,2375,1625,750,45043,4,Apr,2023
Enterprise,Mexico,Velo,"Enterprise,Mexico,Velo",Low,960,17,27,25920,1296,24624,16320,8304,45085,6,Jun,2023
Channel Partners,France,Velo,"Channel Partners,France,Velo",Low,487,11,22,10714,535.7,10178.3,5357,4821.3,45354,3,Mar,2024
Government,Mexico,Velo,"Government,Mexico,Velo",Low,429,17,21,9009,450.45,8558.55,7293,1265.55,45062,5,May,2023
Channel Partners,Mexico,Velo,"Channel Partners,Mexico,Velo",Low,909,20,19,17271,863.55,16407.45,18180,-1772.55,45298,1,Jan,2024
Enterprise,Mexico,VTT,"Enterprise,Mexico,VTT",Low,396,15,29,11484,574.2,10909.8,5940,4969.8,45029,4,Apr,2023
Small Business,Germany,VTT,"Small Business,Germany,VTT",Low,535,18,20,10700,535,10165,9630,535,45750,4,Apr,2025
Government,Germany,VTT,"Government,Germany,VTT",Low,436,15,28,12208,610.4,11597.6,6540,5057.6,45221,10,Oct,2023
Enterprise,Canada,VTT,"Enterprise,Canada,VTT",Low,971,10,16,15536,776.8,14759.2,9710,5049.2,45277,12,Dec,2023
Government,USA,VTT,"Government,USA,VTT",Low,238,20,26,6188,309.4,5878.6,4760,1118.6,45200,10,Oct,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,660,11,30,19800,990,18810,7260,11550,45095,6,Jun,2023
Small Business,Germany,Amarilla,"Small Business,Germany,Amarilla",Low,200,11,35,7000,350,6650,2200,4450,45385,4,Apr,2024
Small Business,Mexico,Amarilla,"Small Business,Mexico,Amarilla",Low,830,11,18,14940,747,14193,9130,5063,45270,12,Dec,2023
Enterprise,Germany,Amarilla,"Enterprise,Germany,Amarilla",Low,375,18,31,11625,581.25,11043.75,6750,4293.75,45360,3,Mar,2024
Government,Germany,Amarilla,"Government,Germany,Amarilla",Low,586,12,23,13478,673.9,12804.1,7032,5772.1,45619,11,Nov,2024
Government,USA,Amarilla,"Government,USA,Amarilla",Low,900,15,21,18900,945,17955,13500,4455,45601,11,Nov,2024
Government,France,Amarilla,"Government,France,Amarilla",Low,833,10,21,17493,874.65,16618.35,8330,8288.35,45192,9,Sep,2023
Small Business,Canada,Amarilla,"Small Business,Canada,Amarilla",Low,206,19,26,5356,267.8,5088.2,3914,1174.2,45211,10,Oct,2023
Enterprise,France,Carretera,"Enterprise,France,Carretera",Low,533,12,32,17056,852.8,16203.2,6396,9807.2,45427,5,May,2024
Government,Germany,Carretera,"Government,Germany,Carretera",Low,515,12,25,12875,643.75,12231.25,6180,6051.25,45419,5,May,2024
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,240,17,21,5040,252,4788,4080,708,45393,4,Apr,2024
Channel Partners,USA,Carretera,"Channel Partners,USA,Carretera",Low,791,18,19,15029,751.45,14277.55,14238,39.55,45105,6,Jun,2023
Channel Partners,Canada,Carretera,"Channel Partners,Canada,Carretera",Low,523,12,22,11506,575.3,10930.7,6276,4654.7,45430,5,May,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,947,17,16,15152,757.6,14394.4,16099,-1704.6,45615,11,Nov,2024
Channel Partners,France,Montana,"Channel Partners,France,Montana",Low,644,17,29,18676,933.8,17742.2,10948,6794.2,45346,2,Feb,2024
Government,France,Montana,"Government,France,Montana",Low,528,15,23,12144,607.2,11536.8,7920,3616.8,45298,1,Jan,2024
Government,Germany,Montana,"Government,Germany,Montana",Low,439,17,16,7024,351.2,6672.8,7463,-790.2,45592,10,Oct,2024
Enterprise,France,Montana,"Enterprise,France,Montana",Low,978,19,35,34230,1711.5,32518.5,18582,13936.5,45266,12,Dec,2023
Enterprise,Germany,Montana,"Enterprise,Germany,Montana",Low,342,12,25,8550,427.5,8122.5,4104,4018.5,45539,9,Sep,2024
Small Business,France,Paseo,"Small Business,France,Paseo",Low,231,16,16,3696,184.8,3511.2,3696,-184.8,45079,6,Jun,2023
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,639,18,18,11502,575.1,10926.9,11502,-575.1,45488,7,Jul,2024
Channel Partners,France,Paseo,"Channel Partners,France,Paseo",Low,397,19,33,13101,655.05,12445.95,7543,4902.95,45370,3,Mar,2024
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,673,17,20,13460,673,12787,11441,1346,45482,7,Jul,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,176,12,34,5984,299.2,5684.8,2112,3572.8,45444,6,Jun,2024
Channel Partners,USA,Paseo,"Channel Partners,USA,Paseo",Low,172,17,33,5676,283.8,5392.2,2924,2468.2,45483,7,Jul,2024
Enterprise,Canada,Paseo,"Enterprise,Canada,Paseo",Low,350,18,18,6300,315,5985,6300,-315,45635,12,Dec,2024
Midmarket,Germany,Paseo,"Midmarket,Germany,Paseo",Low,238,13,31,7378,368.9,7009.1,3094,3915.1,45745,3,Mar,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,130,19,26,3380,169,3211,2470,741,45656,12,Dec,2024
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,374,12,34,12716,635.8,12080.2,4488,7592.2,45317,1,Jan,2024
Enterprise,Canada,Velo,"Enterprise,Canada,Velo",Low,117,19,32,3744,187.2,3556.8,2223,1333.8,45362,3,Mar,2024
Small Business,USA,VTT,"Small Business,USA,VTT",Low,943,19,27,25461,1273.05,24187.95,17917,6270.95,45273,12,Dec,2023
Channel Partners,Mexico,VTT,"Channel Partners,Mexico,VTT",Low,889,15,27,24003,1200.15,22802.85,13335,9467.85,45352,3,Mar,2024
Enterprise,Germany,VTT,"Enterprise,Germany,VTT",Low,720,20,37,26640,1332,25308,14400,10908,45077,5,May,2023
Small Business,Canada,VTT,"Small Business,Canada,VTT",Low,734,18,34,24956,1247.8,23708.2,13212,10496.2,45107,6,Jun,2023
Government,Mexico,VTT,"Government,Mexico,VTT",Low,477,11,30,14310,715.5,13594.5,5247,8347.5,45034,4,Apr,2023
Midmarket,Germany,VTT,"Midmarket,Germany,VTT",Low,863,17,32,27616,1380.8,26235.2,14671,11564.2,45402,4,Apr,2024
Government,Canada,Carretera,"Government,Canada,Carretera",Low,681,16,38,25878,1293.9,24584.1,10896,13688.1,45313,1,Jan,2024
Government,Mexico,Paseo,"Government,Mexico,Paseo",Low,614,17,20,12280,614,11666,10438,1228,45097,6,Jun,2023
Government,Canada,Velo,"Government,Canada,Velo",Low,684,11,28,19152,957.6,18194.4,7524,10670.4,45180,9,Sep,2023
Channel Partners,Germany,VTT,"Channel Partners,Germany,VTT",Low,849,11,18,15282,764.1,14517.9,9339,5178.9,45600,11,Nov,2024
Midmarket,Mexico,Montana,"Midmarket,Mexico,Montana",Low,380,17,17,6460,323,6137,6460,-323,45469,6,Jun,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,89,16,26,2314,115.7,2198.3,1424,774.3,45634,12,Dec,2024
Midmarket,France,Paseo,"Midmarket,France,Paseo",Low,644,12,16,10304,515.2,9788.8,7728,2060.8,45589,10,Oct,2024
Government,USA,Velo,"Government,USA,Velo",Low,290,11,26,7540,377,7163,3190,3973,45205,10,Oct,2023
Government,Canada,Carretera,"Government,Canada,Carretera",Low,986,16,38,37468,1873.4,35594.6,15776,19818.6,45197,9,Sep,2023
Small Business,Germany,Carretera,"Small Business,Germany,Carretera",Low,151,17,21,3171,158.55,3012.45,2567,445.45,45383,4,Apr,2024
Government,USA,Carretera,"Government,USA,Carretera",Low,518,14,34,17612,880.6,16731.4,7252,9479.4,45746,3,Mar,2025
Midmarket,Canada,Montana,"Midmarket,Canada,Montana",Low,783,14,29,22707,1135.35,21571.65,10962,10609.65,45642,12,Dec,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,249,13,37,9213,460.65,8752.35,3237,5515.35,45563,9,Sep,2024
Government,Canada,Montana,"Government,Canada,Montana",Low,816,20,19,15504,775.2,14728.8,16320,-1591.2,45474,7,Jul,2024
Small Business,Germany,Montana,"Small Business,Germany,Montana",Low,487,13,37,18019,900.95,17118.05,6331,10787.05,45484,7,Jul,2024
Enterprise,Mexico,Montana,"Enterprise,Mexico,Montana",Low,838,12,29,24302,1215.1,23086.9,10056,13030.9,45027,4,Apr,2023
Government,Canada,Paseo,"Government,Canada,Paseo",Low,46,15,25,1150,57.5,1092.5,690,402.5,45158,8,Aug,2023
Enterprise,Germany,Paseo,"Enterprise,Germany,Paseo",Low,526,12,34,17884,894.2,16989.8,6312,10677.8,45289,12,Dec,2023
Small Business,Germany,Paseo,"Small Business,Germany,Paseo",Low,797,17,20,15940,797,15143,13549,1594,45254,11,Nov,2023
Small Business,USA,Paseo,"Small Business,USA,Paseo",Low,906,16,23,20838,1041.9,19796.1,14496,5300.1,45250,11,Nov,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,392,20,25,9800,490,9310,7840,1470,45677,1,Jan,2025
Enterprise,France,Paseo,"Enterprise,France,Paseo",Low,359,19,26,9334,466.7,8867.3,6821,2046.3,45683,1,Jan,2025
Midmarket,Canada,Paseo,"Midmarket,Canada,Paseo",Low,721,20,22,15862,793.1,15068.9,14420,648.9,45348,2,Feb,2024
Government,Canada,Paseo,"Government,Canada,Paseo",Low,375,15,25,9375,468.75,8906.25,5625,3281.25,45077,5,May,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,989,20,25,24725,1236.25,23488.75,19780,3708.75,45395,4,Apr,2024
Midmarket,USA,Paseo,"Midmarket,USA,Paseo",Low,254,11,37,9398,469.9,8928.1,2794,6134.1,45584,10,Oct,2024
Midmarket,Mexico,Paseo,"Midmarket,Mexico,Paseo",Low,810,16,26,21060,1053,20007,12960,7047,45225,10,Oct,2023
Government,USA,Paseo,"Government,USA,Paseo",Low,318,20,25,7950,397.5,7552.5,6360,1192.5,45291,12,Dec,2023
Enterprise,Mexico,Paseo,"Enterprise,Mexico,Paseo",Low,121,15,29,3509,175.45,3333.55,1815,1518.55,45339,2,Feb,2024
Channel Partners,USA,Velo,"Channel Partners,USA,Velo",Low,410,17,20,8200,410,7790,6970,820,45662,1,Jan,2025
Government,Canada,Velo,"Government,Canada,Velo",Low,213,11,28,5964,298.2,5665.8,2343,3322.8,45396,4,Apr,2024
Government,France,Velo,"Government,France,Velo",Low,523,12,36,18828,941.4,17886.6,6276,11610.6,45749,4,Apr,2025
Channel Partners,France,VTT,"Channel Partners,France,VTT",Low,792,13,22,17424,871.2,16552.8,10296,6256.8,45682,1,Jan,2025
Government,USA,VTT,"Government,USA,VTT",Low,834,20,26,21684,1084.2,20599.8,16680,3919.8,45599,11,Nov,2024
Government,France,VTT,"Government,France,VTT",Low,725,15,29,21025,1051.25,19973.75,10875,9098.75,45459,6,Jun,2024
